,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,1.598,0.653,0.262,1.04,0.439,0.484,0.991,0.28
1,1.591,0.656,0.233,1.05,0.445,0.514,1.04,0.317
2,1.593,0.656,0.254,0.959,0.384,0.481,1.044,0.342
3,1.595,0.655,0.254,0.971,0.467,0.526,1.007,0.292
4,1.593,0.655,0.278,1.009,0.46,0.538,1.051,0.381
5,1.585,0.656,0.271,1.004,0.406,0.531,1.023,0.26
6,1.592,0.658,0.246,1.098,0.398,0.489,1.028,0.234
7,1.59,0.657,0.247,1.004,0.464,0.509,1.037,0.28
8,1.588,0.656,0.273,1.027,0.472,0.458,0.99,0.365
9,1.598,0.654,0.291,1.012,0.452,0.514,1.016,0.293
10,1.594,0.654,0.278,0.994,0.448,0.505,0.993,0.254
11,1.58,0.655,0.261,0.959,0.471,0.497,1.029,0.24
12,1.588,0.655,0.246,1.016,0.508,0.499,1.038,0.3
13,1.596,0.656,0.239,1.016,0.457,0.434,1.008,0.315
14,1.594,0.655,0.26,0.996,0.497,0.534,1.023,0.347
15,1.591,0.658,0.273,1.032,0.391,0.526,1.019,0.324
16,1.586,0.655,0.257,1.043,0.461,0.541,1.02,0.253
17,1.589,0.656,0.251,0.997,0.447,0.569,1.047,0.321
18,1.584,0.654,0.28,0.976,0.455,0.531,0.995,0.302
19,1.593,0.654,0.225,0.996,0.485,0.511,0.997,0.3
20,1.59,0.655,0.264,1.045,0.484,0.507,1.029,0.361
21,1.584,0.655,0.283,0.977,0.406,0.508,1.014,0.332
22,1.589,0.654,0.225,0.982,0.419,0.51,1.002,0.357
23,1.599,0.664,0.27,1.022,0.436,0.45,1.051,0.277
24,2.151,1.202,0.644,1.109,0.753,0.937,1.464,0.706
25,2.952,1.857,1.129,1.534,1.132,2.109,2.24,1.763
26,3.353,2.148,1.356,1.863,1.369,3.085,2.744,2.684
27,3.588,2.293,1.496,2.26,1.531,3.668,3.117,3.313
28,3.746,2.38,1.608,2.646,1.734,4.024,3.415,3.626
29,3.869,2.441,1.788,3.076,2.031,4.202,3.679,3.715
30,3.974,2.486,2.1,3.471,2.384,4.258,3.86,3.655
31,4.066,2.519,2.579,3.852,2.727,4.222,4.028,3.698
32,4.154,2.546,3.853,4.14,3.167,4.244,4.18,4.467
33,4.238,2.568,4.767,4.366,3.619,4.288,4.287,4.9
34,4.327,2.585,4.908,4.623,4.203,4.605,4.498,4.943
35,4.469,2.601,4.934,4.885,4.718,4.926,4.71,4.948
36,4.645,2.615,4.939,4.97,4.889,4.967,4.826,4.955
37,4.755,2.625,4.938,4.986,4.932,4.97,4.88,4.957
38,4.82,2.636,4.937,4.99,4.941,4.971,4.904,4.956
39,4.86,2.646,4.938,4.99,4.946,4.971,4.915,4.95
40,4.884,2.654,4.936,4.99,4.949,4.97,4.919,4.954
41,4.897,2.662,4.935,4.99,4.95,4.971,4.923,4.953
42,4.905,2.67,4.934,4.99,4.95,4.967,4.928,4.959
43,4.907,2.677,4.931,4.99,4.95,4.969,4.93,4.956
44,4.908,2.684,4.93,4.989,4.951,4.97,4.93,4.952
45,4.908,2.691,4.93,4.991,4.952,4.971,4.932,4.958
