,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.884,0.793,0.068,0.324,0.143,0.295,0.58,0.24
1,0.885,0.793,0.079,0.334,0.12,0.338,0.522,0.233
2,0.891,0.794,0.062,0.364,0.129,0.308,0.54,0.251
3,0.891,0.793,0.066,0.324,0.171,0.297,0.555,0.217
4,0.887,0.791,0.061,0.337,0.146,0.288,0.609,0.216
5,0.892,0.79,0.075,0.322,0.115,0.302,0.56,0.214
6,0.887,0.791,0.047,0.278,0.108,0.259,0.591,0.152
7,0.886,0.788,0.052,0.302,0.135,0.336,0.583,0.236
8,0.887,0.788,0.066,0.311,0.116,0.332,0.562,0.196
9,0.887,0.787,0.059,0.316,0.12,0.301,0.611,0.179
10,0.892,0.786,0.064,0.325,0.137,0.296,0.607,0.177
11,0.887,0.787,0.047,0.3,0.114,0.303,0.617,0.261
12,0.891,0.784,0.061,0.346,0.142,0.322,0.586,0.223
13,0.884,0.784,0.071,0.32,0.129,0.328,0.612,0.265
14,0.884,0.783,0.078,0.315,0.156,0.291,0.583,0.298
15,0.881,0.784,0.057,0.336,0.11,0.289,0.576,0.298
16,0.881,0.783,0.116,0.314,0.126,0.277,0.567,0.249
17,0.885,0.782,0.091,0.3,0.13,0.3,0.565,0.207
18,0.885,0.781,0.067,0.313,0.105,0.332,0.602,0.269
19,0.889,0.782,0.059,0.305,0.173,0.268,0.61,0.238
20,0.887,0.782,0.054,0.297,0.125,0.33,0.593,0.192
21,0.877,0.78,0.073,0.335,0.132,0.326,0.565,0.196
22,0.883,0.78,0.069,0.32,0.122,0.325,0.531,0.25
23,0.876,0.778,0.056,0.257,0.127,0.372,0.585,0.215
24,1.053,1.082,0.078,0.404,0.167,0.477,0.738,0.473
25,1.817,1.688,0.197,0.753,0.47,1.576,1.35,1.405
26,2.269,1.864,0.327,1.06,0.561,2.168,1.819,1.747
27,2.557,1.938,0.463,1.454,0.631,2.716,2.182,2.451
28,2.923,1.979,1.975,1.912,0.786,3.314,2.617,4.221
29,3.525,2.001,4.464,2.7,1.491,4.325,3.246,4.832
30,4.288,2.009,4.787,4.442,4.165,4.903,3.929,4.883
31,4.717,2.01,4.843,4.909,4.769,4.953,4.25,4.888
32,4.865,2.005,4.874,4.955,4.824,4.954,4.307,4.887
33,4.904,1.997,4.885,4.957,4.845,4.951,4.302,4.896
34,4.912,1.989,4.889,4.961,4.855,4.946,4.318,4.883
35,4.914,1.978,4.891,4.959,4.864,4.943,4.325,4.879
36,4.916,1.969,4.888,4.962,4.87,4.939,4.319,4.876
37,4.916,1.959,4.89,4.96,4.873,4.935,4.314,4.846
38,4.916,1.949,4.888,4.958,4.879,4.927,4.314,4.852
39,4.915,1.941,4.884,4.957,4.877,4.923,4.357,4.85
40,4.914,1.93,4.882,4.955,4.88,4.915,4.333,4.857
41,4.912,1.92,4.882,4.957,4.879,4.918,4.319,4.854
42,4.912,1.912,4.882,4.957,4.882,4.919,4.32,4.845
43,4.913,1.904,4.884,4.955,4.878,4.923,4.316,4.861
44,4.912,1.898,4.882,4.955,4.878,4.922,4.302,4.861
45,4.912,1.891,4.883,4.956,4.88,4.921,4.301,4.847
46,4.912,1.886,4.882,4.956,4.881,4.914,4.301,4.835
47,4.912,1.879,4.885,4.952,4.883,4.915,4.296,4.838
48,4.912,1.873,4.882,4.954,4.884,4.921,4.283,4.839
49,4.912,1.87,4.884,4.95,4.882,4.913,4.309,4.841
50,4.912,1.865,4.883,4.95,4.884,4.918,4.283,4.843
51,4.912,1.861,4.884,4.953,4.884,4.915,4.293,4.814
52,4.911,1.856,4.887,4.953,4.886,4.909,4.273,4.835
53,4.911,1.851,4.885,4.95,4.884,4.914,4.284,4.839
54,4.911,1.848,4.884,4.949,4.882,4.911,4.271,4.838
55,4.909,1.843,4.882,4.949,4.883,4.909,4.268,4.832
56,4.908,1.835,4.885,4.948,4.886,4.904,4.276,4.843
57,4.908,1.829,4.884,4.949,4.885,4.908,4.268,4.836
58,4.908,1.821,4.886,4.95,4.884,4.911,4.262,4.837
59,4.908,1.813,4.884,4.95,4.884,4.912,4.264,4.82
60,4.907,1.806,4.884,4.954,4.884,4.909,4.254,4.838
61,4.907,1.799,4.889,4.948,4.885,4.907,4.239,4.853
62,4.907,1.793,4.884,4.95,4.888,4.906,4.27,4.818
63,4.907,1.785,4.884,4.951,4.884,4.907,4.256,4.821
64,4.907,1.779,4.883,4.948,4.885,4.912,4.253,4.832
65,4.907,1.773,4.885,4.95,4.887,4.913,4.273,4.821
66,4.906,1.767,4.885,4.948,4.885,4.913,4.271,4.818
67,4.907,1.762,4.886,4.945,4.887,4.911,4.275,4.832
68,4.907,1.758,4.886,4.948,4.883,4.909,4.276,4.813
69,4.907,1.753,4.885,4.95,4.884,4.909,4.268,4.83
70,4.907,1.748,4.886,4.952,4.883,4.908,4.292,4.833
71,4.907,1.744,4.886,4.952,4.882,4.914,4.269,4.842
72,4.906,1.739,4.885,4.948,4.882,4.906,4.271,4.83
73,4.907,1.736,4.883,4.946,4.882,4.913,4.253,4.843
74,4.906,1.732,4.887,4.946,4.882,4.908,4.265,4.824
75,4.907,1.729,4.888,4.95,4.882,4.914,4.251,4.829
76,4.906,1.724,4.884,4.948,4.886,4.908,4.255,4.815
77,4.907,1.722,4.886,4.945,4.887,4.908,4.308,4.814
78,4.907,1.718,4.886,4.948,4.885,4.904,4.314,4.82
79,4.906,1.715,4.885,4.951,4.881,4.911,4.295,4.824
80,4.906,1.712,4.883,4.95,4.883,4.906,4.293,4.816
81,4.907,1.709,4.884,4.947,4.879,4.906,4.29,4.814
82,4.907,1.705,4.88,4.948,4.881,4.908,4.27,4.789
83,4.907,1.703,4.883,4.949,4.881,4.91,4.261,4.813
84,4.907,1.699,4.883,4.944,4.884,4.906,4.272,4.832
85,4.907,1.697,4.884,4.945,4.882,4.911,4.264,4.808
86,4.907,1.694,4.882,4.945,4.88,4.903,4.268,4.807
87,4.907,1.692,4.882,4.95,4.879,4.908,4.26,4.818
