,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.415,0.972,0.848,0.571,0.491,0.323,0.568,0.234
1,0.414,0.972,0.841,0.582,0.504,0.383,0.556,0.262
2,0.414,0.971,0.829,0.581,0.48,0.375,0.546,0.278
3,0.419,0.972,0.846,0.571,0.471,0.384,0.58,0.252
4,0.412,0.969,0.852,0.599,0.519,0.398,0.588,0.261
5,0.416,0.967,0.855,0.607,0.489,0.376,0.577,0.307
6,0.411,0.967,0.853,0.592,0.444,0.395,0.557,0.212
7,0.403,0.967,0.85,0.589,0.502,0.327,0.564,0.266
8,0.411,0.966,0.825,0.54,0.493,0.377,0.585,0.283
9,0.406,0.965,0.845,0.558,0.473,0.392,0.584,0.235
10,0.412,0.963,0.795,0.574,0.496,0.339,0.557,0.229
11,0.406,0.962,0.842,0.537,0.503,0.32,0.564,0.238
12,0.41,0.962,0.827,0.604,0.497,0.35,0.594,0.235
13,0.41,0.962,0.833,0.533,0.483,0.316,0.564,0.277
14,0.41,0.959,0.83,0.595,0.45,0.349,0.495,0.234
15,0.421,0.959,0.827,0.563,0.503,0.361,0.571,0.194
16,0.411,0.958,0.84,0.57,0.5,0.386,0.567,0.244
17,0.405,0.957,0.824,0.578,0.492,0.368,0.547,0.319
18,0.413,0.955,0.841,0.536,0.508,0.382,0.556,0.269
19,0.411,0.957,0.798,0.588,0.454,0.377,0.542,0.247
20,0.407,0.954,0.795,0.564,0.452,0.35,0.507,0.3
21,0.407,0.953,0.807,0.589,0.507,0.373,0.538,0.324
22,0.399,0.954,0.832,0.576,0.501,0.375,0.544,0.242
23,0.404,0.953,0.83,0.553,0.486,0.344,0.546,0.222
24,0.412,0.956,0.82,0.607,0.458,0.362,0.631,0.259
25,0.413,0.957,0.811,0.588,0.48,0.393,0.617,0.282
26,0.414,0.959,0.833,0.572,0.485,0.346,0.578,0.236
27,0.435,0.994,0.719,0.602,0.519,0.384,0.628,0.321
28,0.651,1.141,0.642,0.788,0.743,0.992,0.864,0.698
29,1.036,1.225,0.829,1.08,0.951,2.027,1.368,1.525
30,1.346,1.256,1.024,1.322,1.142,2.497,1.875,1.85
31,1.527,1.27,1.205,1.566,1.285,2.453,2.144,1.832
32,1.637,1.278,1.379,1.715,1.443,2.487,2.305,1.887
33,1.744,1.284,1.542,1.866,1.605,2.631,2.403,2.045
34,1.89,1.289,1.729,1.998,1.787,2.858,2.554,2.349
35,2.071,1.296,1.902,2.247,1.93,3.196,2.747,2.837
36,2.306,1.301,2.176,2.375,2.037,3.492,3.096,3.81
37,2.605,1.308,3.846,2.45,2.205,3.98,3.708,4.656
38,3.097,1.314,4.745,2.598,2.744,4.622,4.336,4.87
39,3.769,1.32,4.869,3.113,3.884,4.904,4.729,4.901
40,4.36,1.325,4.883,4.271,4.634,4.947,4.896,4.897
41,4.705,1.331,4.894,4.84,4.881,4.953,4.956,4.906
42,4.843,1.336,4.896,4.95,4.919,4.949,4.967,4.889
43,4.887,1.34,4.904,4.968,4.93,4.947,4.971,4.885
44,4.901,1.344,4.916,4.973,4.939,4.945,4.974,4.891
45,4.907,1.348,4.922,4.977,4.943,4.939,4.975,4.873
46,4.907,1.351,4.918,4.977,4.944,4.933,4.975,4.864
47,4.905,1.353,4.92,4.981,4.948,4.936,4.974,4.872
48,4.905,1.356,4.925,4.984,4.951,4.94,4.975,4.883
49,4.905,1.358,4.928,4.984,4.955,4.93,4.975,4.859
50,4.903,1.361,4.923,4.984,4.953,4.931,4.973,4.861
51,4.903,1.362,4.921,4.984,4.954,4.927,4.973,4.852
52,4.902,1.363,4.922,4.985,4.954,4.93,4.973,4.861
53,4.902,1.364,4.923,4.985,4.955,4.932,4.973,4.862
54,4.902,1.365,4.92,4.986,4.954,4.93,4.972,4.857
55,4.902,1.366,4.923,4.984,4.956,4.924,4.973,4.847
56,4.902,1.367,4.92,4.986,4.955,4.929,4.971,4.86
57,4.902,1.368,4.919,4.985,4.956,4.924,4.971,4.85
58,4.902,1.367,4.923,4.983,4.956,4.925,4.97,4.849
59,4.902,1.367,4.926,4.984,4.957,4.929,4.971,4.863
60,4.902,1.367,4.927,4.985,4.957,4.927,4.971,4.864
61,4.902,1.368,4.927,4.985,4.956,4.927,4.971,4.86
62,4.902,1.367,4.926,4.983,4.956,4.924,4.971,4.849
63,4.902,1.368,4.927,4.984,4.957,4.929,4.971,4.862
64,4.902,1.368,4.93,4.984,4.958,4.928,4.972,4.856
65,4.902,1.368,4.943,4.982,4.961,4.919,4.973,4.843
66,4.902,1.37,4.945,4.984,4.958,4.924,4.971,4.847
67,4.902,1.368,4.95,4.982,4.958,4.924,4.971,4.856
68,4.902,1.37,4.951,4.984,4.96,4.932,4.972,4.862
69,4.902,1.368,4.949,4.984,4.958,4.928,4.971,4.86
70,4.902,1.368,4.949,4.983,4.959,4.925,4.971,4.854
71,4.901,1.368,4.949,4.984,4.958,4.926,4.971,4.855
72,4.902,1.367,4.95,4.982,4.959,4.916,4.972,4.831
73,4.902,1.368,4.95,4.984,4.958,4.929,4.971,4.856
74,4.902,1.367,4.953,4.982,4.96,4.923,4.971,4.85
75,4.902,1.368,4.951,4.983,4.959,4.928,4.971,4.854
76,4.901,1.367,4.949,4.983,4.96,4.922,4.972,4.853
77,4.902,1.366,4.95,4.981,4.959,4.915,4.971,4.827
78,4.901,1.366,4.946,4.982,4.957,4.923,4.97,4.855
79,4.901,1.366,4.947,4.984,4.959,4.925,4.971,4.857
80,4.902,1.365,4.935,4.984,4.96,4.923,4.971,4.849
81,4.902,1.365,4.932,4.984,4.961,4.919,4.972,4.843
82,4.901,1.363,4.925,4.985,4.961,4.926,4.971,4.854
83,4.901,1.363,4.945,4.984,4.96,4.925,4.971,4.846
84,4.902,1.362,4.95,4.983,4.961,4.923,4.97,4.852
85,4.902,1.362,4.95,4.984,4.96,4.917,4.971,4.839
86,4.901,1.362,4.951,4.984,4.959,4.921,4.971,4.849
87,4.901,1.362,4.952,4.983,4.959,4.915,4.971,4.837
88,4.901,1.363,4.954,4.985,4.958,4.926,4.971,4.857
89,4.901,1.362,4.956,4.985,4.961,4.919,4.971,4.842
90,4.901,1.36,4.953,4.984,4.959,4.915,4.971,4.84
91,4.901,1.364,4.948,4.985,4.958,4.923,4.971,4.855
92,4.9,1.361,4.951,4.985,4.957,4.918,4.97,4.842
