,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.757,0.465,0.909,0.441,0.503,0.324,0.807,0.181
1,0.757,0.465,0.92,0.371,0.487,0.359,0.852,0.194
2,0.756,0.467,0.91,0.38,0.474,0.358,0.835,0.193
3,0.757,0.466,0.886,0.413,0.536,0.32,0.848,0.185
4,0.759,0.468,0.929,0.439,0.516,0.333,0.821,0.131
5,0.751,0.468,0.876,0.464,0.511,0.335,0.858,0.204
6,0.761,0.467,0.89,0.446,0.526,0.349,0.86,0.247
7,0.755,0.466,0.887,0.452,0.534,0.354,0.868,0.214
8,0.751,0.468,0.912,0.421,0.577,0.303,0.857,0.161
9,0.754,0.467,0.882,0.416,0.552,0.338,0.835,0.254
10,0.75,0.468,0.907,0.437,0.521,0.338,0.846,0.149
11,0.745,0.468,0.872,0.438,0.53,0.291,0.847,0.208
12,0.753,0.468,0.918,0.446,0.541,0.292,0.827,0.238
13,0.751,0.466,0.886,0.471,0.544,0.316,0.812,0.222
14,0.751,0.469,0.836,0.466,0.533,0.391,0.805,0.238
15,0.748,0.468,0.856,0.42,0.537,0.332,0.846,0.193
16,0.75,0.468,0.874,0.472,0.553,0.357,0.855,0.207
17,0.751,0.469,0.889,0.451,0.522,0.313,0.828,0.171
18,0.748,0.469,0.887,0.462,0.574,0.324,0.859,0.21
19,0.75,0.467,0.877,0.467,0.54,0.369,0.836,0.218
20,0.748,0.467,0.881,0.43,0.594,0.305,0.811,0.198
21,0.747,0.47,0.893,0.396,0.511,0.318,0.818,0.203
22,0.744,0.467,0.853,0.466,0.514,0.284,0.881,0.211
23,0.745,0.469,0.883,0.437,0.494,0.283,0.783,0.159
24,0.747,0.467,0.879,0.455,0.53,0.275,0.807,0.215
25,0.796,0.533,0.963,0.469,0.619,0.377,0.914,0.252
26,1.21,0.875,1.757,0.525,1.019,0.668,1.617,0.397
27,1.664,1.177,2.319,0.703,1.33,1.093,2.237,0.763
28,1.94,0.864,2.576,0.904,1.368,1.436,2.554,1.148
29,2.157,0.033,2.709,1.169,1.299,1.873,2.782,1.512
30,2.417,0.001,3.092,1.592,1.295,2.322,3.058,2.081
31,2.752,1.326,3.768,2.294,1.516,2.999,3.457,2.958
32,3.179,1.663,4.355,3.262,2.235,3.846,4.023,4.522
33,3.863,1.696,4.571,4.625,4.325,4.749,4.609,4.866
34,4.482,1.712,4.589,4.951,4.861,4.916,4.868,4.901
35,4.759,1.723,4.577,4.972,4.906,4.927,4.946,4.894
36,4.852,1.729,4.575,4.973,4.904,4.922,4.961,4.901
37,4.881,1.732,4.572,4.969,4.897,4.917,4.965,4.894
38,4.887,1.73,4.569,4.966,4.888,4.916,4.966,4.877
39,4.888,1.728,4.561,4.957,4.881,4.91,4.966,4.879
40,4.888,1.724,4.568,4.955,4.873,4.905,4.966,4.863
41,4.888,1.719,4.54,4.954,4.868,4.902,4.966,4.859
42,4.888,1.714,4.537,4.95,4.861,4.897,4.965,4.857
43,4.888,1.706,4.529,4.948,4.85,4.9,4.965,4.864
44,4.887,1.697,4.523,4.948,4.847,4.897,4.965,4.859
45,4.884,1.691,4.514,4.946,4.84,4.902,4.964,4.846
46,4.884,1.682,4.504,4.943,4.837,4.893,4.963,4.859
47,4.883,1.674,4.5,4.942,4.834,4.891,4.962,4.843
48,4.883,1.666,4.495,4.94,4.829,4.888,4.962,4.846
49,4.882,1.658,4.491,4.941,4.829,4.891,4.962,4.85
50,4.882,1.65,4.493,4.941,4.827,4.889,4.962,4.844
51,4.883,1.642,4.485,4.939,4.823,4.889,4.96,4.845
52,4.882,1.633,4.47,4.938,4.822,4.897,4.961,4.855
53,4.882,1.626,4.467,4.94,4.823,4.89,4.96,4.844
54,4.882,1.618,4.461,4.944,4.819,4.89,4.96,4.85
55,4.883,1.612,4.467,4.942,4.821,4.884,4.96,4.845
56,4.883,1.605,4.448,4.939,4.819,4.884,4.961,4.834
57,4.882,1.598,4.449,4.939,4.821,4.888,4.961,4.846
58,4.883,1.592,4.459,4.937,4.82,4.887,4.961,4.852
59,4.882,1.585,4.449,4.942,4.819,4.889,4.96,4.843
60,4.882,1.58,4.45,4.939,4.818,4.886,4.961,4.848
61,4.883,1.573,4.449,4.94,4.822,4.89,4.961,4.843
62,4.882,1.568,4.45,4.937,4.818,4.889,4.961,4.848
63,4.882,1.564,4.443,4.937,4.82,4.887,4.961,4.842
64,4.882,1.559,4.436,4.937,4.82,4.877,4.961,4.842
65,4.883,1.554,4.434,4.939,4.82,4.882,4.96,4.848
66,4.882,1.55,4.43,4.938,4.82,4.883,4.961,4.842
67,4.882,1.544,4.438,4.931,4.82,4.88,4.961,4.839
68,4.883,1.539,4.442,4.934,4.82,4.88,4.961,4.844
69,4.882,1.536,4.445,4.938,4.819,4.879,4.961,4.837
70,4.882,1.533,4.441,4.939,4.82,4.885,4.961,4.835
71,4.882,1.529,4.442,4.936,4.821,4.883,4.962,4.838
72,4.882,1.525,4.431,4.934,4.821,4.889,4.961,4.84
73,4.882,1.519,4.436,4.934,4.827,4.881,4.959,4.841
74,4.882,1.518,4.432,4.938,4.822,4.885,4.961,4.842
75,4.882,1.514,4.429,4.935,4.823,4.886,4.96,4.846
76,4.882,1.511,4.44,4.939,4.82,4.889,4.962,4.845
77,4.882,1.509,4.447,4.935,4.819,4.888,4.961,4.848
78,4.882,1.506,4.435,4.938,4.822,4.883,4.961,4.834
79,4.883,1.503,4.438,4.939,4.819,4.877,4.961,4.837
80,4.882,1.501,4.429,4.939,4.82,4.883,4.962,4.844
81,4.882,1.499,4.439,4.942,4.822,4.887,4.962,4.838
82,4.883,1.496,4.444,4.938,4.832,4.883,4.96,4.829
83,4.882,1.494,4.442,4.935,4.833,4.877,4.96,4.836
84,4.882,1.493,4.45,4.936,4.83,4.876,4.96,4.837
85,4.882,1.489,4.439,4.933,4.828,4.882,4.961,4.839
86,4.882,1.489,4.442,4.935,4.829,4.889,4.961,4.858
87,4.882,1.486,4.448,4.937,4.829,4.884,4.961,4.84
88,4.883,1.484,4.44,4.941,4.827,4.879,4.961,4.843
