,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.634,0.396,0.032,0.268,0.084,0.208,0.249,0.11
1,0.637,0.394,0.031,0.238,0.11,0.231,0.276,0.189
2,0.647,0.395,0.032,0.234,0.09,0.241,0.246,0.147
3,0.631,0.394,0.045,0.226,0.113,0.204,0.265,0.146
4,0.639,0.393,0.03,0.191,0.11,0.261,0.227,0.121
5,0.631,0.394,0.039,0.205,0.121,0.24,0.265,0.177
6,0.64,0.394,0.029,0.264,0.102,0.211,0.256,0.158
7,0.639,0.395,0.024,0.245,0.095,0.256,0.244,0.141
8,0.636,0.395,0.034,0.146,0.064,0.223,0.267,0.157
9,0.636,0.395,0.021,0.238,0.062,0.244,0.26,0.137
10,0.641,0.394,0.021,0.225,0.153,0.206,0.247,0.167
11,0.649,0.395,0.046,0.259,0.113,0.25,0.252,0.238
12,0.638,0.394,0.03,0.234,0.085,0.229,0.264,0.17
13,0.629,0.394,0.036,0.211,0.115,0.208,0.28,0.22
14,0.637,0.396,0.02,0.248,0.117,0.225,0.287,0.173
15,0.633,0.394,0.032,0.229,0.127,0.233,0.28,0.186
16,0.638,0.395,0.014,0.217,0.087,0.194,0.263,0.176
17,0.641,0.394,0.027,0.229,0.073,0.196,0.255,0.219
18,0.637,0.393,0.032,0.234,0.097,0.247,0.28,0.149
19,0.636,0.394,0.03,0.185,0.103,0.238,0.262,0.13
20,0.636,0.394,0.017,0.228,0.076,0.244,0.264,0.132
21,0.64,0.394,0.025,0.21,0.087,0.215,0.257,0.136
22,0.643,0.395,0.02,0.223,0.093,0.263,0.263,0.131
23,0.638,0.394,0.037,0.163,0.149,0.242,0.262,0.091
24,0.635,0.393,0.024,0.218,0.116,0.21,0.238,0.169
25,0.642,0.394,0.05,0.231,0.096,0.215,0.238,0.158
26,0.632,0.393,0.026,0.223,0.084,0.237,0.241,0.154
27,0.628,0.394,0.026,0.189,0.14,0.27,0.257,0.159
28,0.637,0.395,0.042,0.186,0.11,0.203,0.231,0.138
29,0.641,0.41,0.022,0.216,0.111,0.215,0.266,0.19
30,0.731,0.648,0.039,0.226,0.132,0.289,0.364,0.176
31,1.044,1.138,0.059,0.216,0.138,0.541,0.599,0.312
32,1.407,1.577,0.108,0.279,0.182,0.882,0.922,0.52
33,1.674,1.858,0.138,0.331,0.171,1.265,1.183,0.604
34,1.881,2.044,0.197,0.403,0.21,1.429,1.421,0.808
35,2.011,2.165,0.253,0.451,0.222,1.53,1.589,0.906
