,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.687,0.434,0.609,0.399,0.356,0.356,0.691,0.203
1,0.695,0.435,0.658,0.415,0.417,0.372,0.661,0.213
2,0.693,0.435,0.634,0.426,0.419,0.311,0.727,0.197
3,0.693,0.435,0.658,0.431,0.409,0.277,0.682,0.238
4,0.695,0.434,0.65,0.396,0.457,0.354,0.729,0.172
5,0.691,0.436,0.672,0.403,0.45,0.321,0.676,0.174
6,0.7,0.435,0.654,0.44,0.461,0.292,0.729,0.251
7,0.693,0.434,0.669,0.415,0.461,0.268,0.709,0.183
8,0.688,0.432,0.667,0.408,0.448,0.301,0.685,0.172
9,0.686,0.433,0.666,0.433,0.43,0.308,0.661,0.168
10,0.69,0.434,0.659,0.405,0.423,0.31,0.682,0.175
11,0.687,0.434,0.66,0.448,0.436,0.304,0.703,0.228
12,0.693,0.433,0.638,0.413,0.422,0.282,0.689,0.209
13,0.697,0.432,0.659,0.371,0.479,0.314,0.717,0.23
14,0.699,0.435,0.639,0.419,0.46,0.314,0.723,0.232
15,0.698,0.434,0.638,0.39,0.443,0.329,0.705,0.214
16,0.698,0.436,0.605,0.402,0.448,0.3,0.735,0.197
17,0.687,0.436,0.64,0.433,0.449,0.34,0.713,0.146
18,0.694,0.431,0.635,0.42,0.483,0.274,0.743,0.179
19,0.693,0.433,0.605,0.449,0.463,0.337,0.694,0.233
20,0.695,0.432,0.652,0.435,0.474,0.32,0.749,0.222
21,0.703,0.433,0.677,0.492,0.405,0.342,0.735,0.149
22,0.685,0.433,0.642,0.456,0.403,0.329,0.708,0.209
23,0.691,0.433,0.646,0.408,0.482,0.22,0.648,0.199
24,0.707,0.458,0.698,0.416,0.457,0.314,0.681,0.179
25,1.073,1.005,1.671,0.449,0.893,0.613,1.327,0.359
26,1.859,1.755,2.647,0.705,1.324,1.432,2.343,1.002
27,2.412,2.115,2.87,1.081,1.516,2.408,2.942,2.152
28,2.795,2.323,2.79,1.456,1.507,3.472,3.29,3.272
29,3.084,2.441,2.629,1.87,1.523,3.988,3.563,3.673
30,3.307,2.466,2.409,2.348,1.691,4.101,3.813,3.596
31,3.499,2.468,2.358,2.929,1.945,4.113,4.024,3.625
32,3.679,2.537,4.028,3.464,2.337,4.143,4.19,4.56
33,3.872,2.601,4.828,4.103,3.362,4.41,4.415,4.928
34,4.194,2.615,4.896,4.799,4.635,4.918,4.73,4.953
35,4.626,2.634,4.896,4.968,4.917,4.971,4.885,4.959
36,4.81,2.645,4.897,4.989,4.961,4.975,4.952,4.962
37,4.883,2.653,4.894,4.994,4.97,4.976,4.974,4.965
38,4.917,2.663,4.894,4.994,4.971,4.978,4.979,4.968
39,4.931,2.668,4.893,4.995,4.973,4.979,4.983,4.97
40,4.937,2.672,4.884,4.994,4.975,4.978,4.984,4.968
41,4.939,2.676,4.872,4.994,4.975,4.98,4.985,4.967
42,4.941,2.679,4.898,4.995,4.974,4.979,4.985,4.968
43,4.94,2.681,4.901,4.995,4.975,4.979,4.985,4.965
44,4.939,2.684,4.899,4.994,4.975,4.978,4.984,4.969
45,4.937,2.686,4.901,4.994,4.974,4.977,4.985,4.969
46,4.937,2.686,4.901,4.995,4.973,4.979,4.984,4.97
47,4.936,2.686,4.901,4.994,4.974,4.977,4.985,4.969
48,4.936,2.686,4.9,4.995,4.973,4.979,4.985,4.97
49,4.935,2.686,4.898,4.994,4.973,4.978,4.985,4.967
50,4.932,2.687,4.897,4.995,4.971,4.979,4.985,4.97
51,4.932,2.686,4.901,4.994,4.973,4.978,4.985,4.97
52,4.931,2.686,4.899,4.994,4.972,4.979,4.985,4.966
53,4.931,2.686,4.897,4.995,4.972,4.979,4.984,4.968
54,4.931,2.686,4.898,4.995,4.971,4.978,4.984,4.966
55,4.93,2.685,4.905,4.994,4.971,4.977,4.984,4.969
56,4.927,2.683,4.898,4.994,4.971,4.978,4.985,4.967
57,4.927,2.682,4.9,4.993,4.97,4.98,4.983,4.971
58,4.926,2.669,4.909,4.994,4.971,4.977,4.983,4.968
59,4.926,2.679,4.907,4.994,4.97,4.979,4.983,4.97
60,4.926,2.68,4.907,4.994,4.97,4.975,4.982,4.968
61,4.926,2.679,4.905,4.994,4.971,4.975,4.983,4.967
62,4.923,2.678,4.903,4.994,4.97,4.976,4.982,4.965
63,4.922,2.675,4.904,4.993,4.968,4.976,4.981,4.968
64,4.922,2.673,4.899,4.994,4.969,4.974,4.982,4.96
65,4.922,2.671,4.897,4.994,4.968,4.976,4.981,4.967
66,4.922,2.672,4.878,4.994,4.969,4.976,4.981,4.965
67,4.922,2.669,4.889,4.994,4.967,4.976,4.98,4.967
68,4.922,2.667,4.883,4.994,4.967,4.974,4.981,4.966
69,4.922,2.667,4.885,4.993,4.967,4.976,4.981,4.963
70,4.921,2.666,4.884,4.994,4.967,4.973,4.981,4.963
71,4.92,2.665,4.885,4.993,4.966,4.973,4.981,4.964
72,4.918,2.663,4.887,4.993,4.966,4.974,4.98,4.96
73,4.918,2.661,4.882,4.993,4.967,4.975,4.981,4.959
74,4.918,2.661,4.879,4.993,4.966,4.972,4.981,4.962
75,4.917,2.658,4.881,4.993,4.966,4.974,4.981,4.965
76,4.917,2.657,4.884,4.992,4.965,4.973,4.981,4.961
77,4.917,2.657,4.891,4.992,4.966,4.972,4.98,4.957
78,4.917,2.656,4.891,4.993,4.966,4.974,4.981,4.961
79,4.917,2.654,4.883,4.993,4.964,4.974,4.98,4.965
80,4.916,2.653,4.894,4.993,4.966,4.97,4.981,4.958
81,4.916,2.652,4.886,4.992,4.964,4.972,4.981,4.961
82,4.917,2.652,4.891,4.993,4.964,4.972,4.98,4.958
83,4.916,2.651,4.896,4.992,4.964,4.97,4.979,4.959
84,4.915,2.649,4.893,4.992,4.964,4.971,4.98,4.959
85,4.914,2.647,4.893,4.992,4.963,4.973,4.98,4.962
86,4.913,2.646,4.897,4.991,4.964,4.97,4.98,4.961
87,4.912,2.646,4.898,4.991,4.965,4.968,4.98,4.958
88,4.912,2.647,4.897,4.991,4.964,4.969,4.98,4.958
89,4.913,2.643,4.898,4.993,4.962,4.97,4.98,4.96
90,4.912,2.642,4.897,4.992,4.962,4.972,4.979,4.959
91,4.912,2.642,4.898,4.993,4.963,4.97,4.979,4.958
92,4.912,2.641,4.898,4.991,4.962,4.971,4.98,4.957
93,4.912,2.642,4.898,4.992,4.962,4.966,4.98,4.955
94,4.912,2.64,4.901,4.99,4.961,4.967,4.979,4.959
95,4.912,2.638,4.901,4.991,4.96,4.97,4.979,4.958
96,4.911,2.637,4.9,4.991,4.961,4.968,4.979,4.957
97,4.912,2.637,4.9,4.991,4.96,4.967,4.979,4.956
98,4.912,2.637,4.896,4.99,4.961,4.971,4.979,4.956
99,4.912,2.636,4.88,4.991,4.96,4.969,4.978,4.956
100,4.912,2.634,4.845,4.991,4.96,4.969,4.979,4.953
101,4.911,2.633,4.887,4.99,4.961,4.967,4.978,4.957
102,4.911,2.632,4.891,4.991,4.96,4.97,4.978,4.954
103,4.911,2.632,4.892,4.99,4.96,4.969,4.978,4.958
104,4.911,2.632,4.889,4.99,4.96,4.97,4.978,4.955
105,4.911,2.632,4.873,4.99,4.96,4.969,4.977,4.96
106,4.911,2.631,4.89,4.99,4.96,4.968,4.978,4.956
107,4.909,2.631,4.891,4.99,4.959,4.969,4.977,4.952
108,4.908,2.629,4.895,4.989,4.959,4.968,4.977,4.956
109,4.908,2.632,4.902,4.99,4.959,4.968,4.979,4.956
110,4.909,2.631,4.893,4.99,4.957,4.966,4.978,4.956
111,4.908,2.631,4.877,4.99,4.957,4.966,4.978,4.954
112,4.907,2.631,4.876,4.989,4.957,4.965,4.977,4.956
113,4.907,2.628,4.882,4.989,4.957,4.966,4.976,4.954
114,4.902,2.611,4.866,4.99,4.956,4.958,4.974,4.935
115,4.893,2.579,4.872,4.987,4.954,4.928,4.97,4.909
116,4.881,2.544,4.865,4.989,4.952,4.886,4.963,4.859
117,4.863,2.509,4.813,4.988,4.945,4.458,4.954,4.721
118,4.816,2.472,4.616,4.988,4.924,3.68,4.933,3.738
119,4.777,2.436,3.965,4.985,4.803,3.659,4.904,3.25
120,4.745,2.401,2.861,4.973,3.713,3.638,4.866,3.154
121,4.678,2.365,2.383,4.887,3.035,3.534,4.781,3.076
122,4.517,2.33,2.272,4.204,2.71,3.391,4.54,2.948
123,4.234,2.294,2.136,3.705,2.469,3.271,4.19,2.77
124,3.956,2.259,2.088,3.401,2.239,3.131,3.942,2.58
125,3.762,2.224,2.024,3.176,2.067,3.001,3.675,2.335
126,3.61,2.19,1.986,2.972,1.914,2.78,3.441,2.091
127,3.48,2.155,1.952,2.772,1.83,2.62,3.315,1.887
128,3.367,2.121,1.915,2.622,1.699,2.456,3.179,1.685
129,3.264,2.086,1.906,2.432,1.597,2.353,3.068,1.556
130,3.171,2.054,1.892,2.307,1.497,2.227,2.959,1.419
131,3.082,2.021,1.878,2.243,1.452,2.111,2.853,1.284
132,3.01,1.99,1.869,2.138,1.408,2.018,2.78,1.237
133,2.94,1.957,1.885,2.024,1.386,1.907,2.683,1.146
134,2.875,1.928,1.857,1.927,1.357,1.835,2.634,1.06
135,2.818,1.902,1.866,1.895,1.273,1.732,2.569,1.013
136,2.764,1.871,1.871,1.829,1.232,1.706,2.49,0.916
137,2.72,1.844,1.854,1.816,1.223,1.6,2.455,0.891
138,2.675,1.818,1.866,1.764,1.167,1.523,2.388,0.868
139,2.625,1.793,1.876,1.65,1.205,1.463,2.334,0.872
140,2.584,1.771,1.847,1.698,1.152,1.437,2.31,0.774
141,2.556,1.747,1.837,1.582,1.113,1.307,2.272,0.722
142,2.516,1.722,1.829,1.554,1.112,1.301,2.261,0.718
143,2.484,1.701,1.831,1.525,1.087,1.182,2.197,0.647
144,2.456,1.679,1.829,1.494,1.073,1.216,2.161,0.684
145,2.427,1.657,1.812,1.461,1.072,1.139,2.128,0.626
146,2.402,1.637,1.842,1.429,1.036,1.097,2.102,0.607
147,2.37,1.618,1.842,1.452,1.028,1.063,2.076,0.613
148,2.351,1.599,1.799,1.407,0.978,1.027,2.064,0.598
149,2.328,1.58,1.826,1.376,0.994,1.024,2.025,0.575
150,2.305,1.564,1.794,1.368,1.003,0.961,2.031,0.541
151,2.288,1.545,1.822,1.372,0.951,0.898,2.016,0.564
152,2.268,1.527,1.777,1.327,0.96,0.905,1.999,0.463
153,2.245,1.511,1.817,1.312,0.971,0.829,1.966,0.563
154,2.232,1.494,1.774,1.32,0.97,0.842,1.973,0.511
155,2.212,1.478,1.769,1.26,0.984,0.817,1.914,0.456
156,2.196,1.463,1.77,1.242,0.97,0.833,1.932,0.492
157,2.184,1.447,1.764,1.224,0.932,0.824,1.907,0.437
158,2.17,1.433,1.775,1.231,0.939,0.775,1.887,0.483
159,2.149,1.419,1.784,1.131,0.892,0.807,1.868,0.393
160,2.139,1.405,1.762,1.135,0.906,0.747,1.854,0.464
161,2.129,1.393,1.767,1.181,0.893,0.707,1.83,0.492
162,2.112,1.38,1.772,1.175,0.898,0.737,1.8,0.437
163,2.098,1.369,1.756,1.185,0.912,0.697,1.817,0.461
164,2.087,1.357,1.756,1.069,0.89,0.693,1.795,0.43
165,2.074,1.346,1.74,1.126,0.93,0.641,1.774,0.396
166,2.061,1.335,1.753,1.139,0.848,0.661,1.75,0.418
167,2.053,1.324,1.747,1.093,0.85,0.691,1.73,0.427
168,2.044,1.313,1.75,1.053,0.868,0.653,1.742,0.403
169,2.032,1.304,1.756,1.078,0.857,0.639,1.744,0.36
170,2.021,1.292,1.776,1.095,0.87,0.593,1.755,0.396
171,2.011,1.283,1.731,1.099,0.811,0.555,1.726,0.418
172,2.001,1.274,1.769,1.079,0.843,0.627,1.661,0.403
173,1.994,1.264,1.745,1.056,0.866,0.616,1.708,0.484
174,1.978,1.254,1.734,1.08,0.857,0.601,1.681,0.335
175,1.969,1.247,1.747,1.045,0.841,0.582,1.651,0.419
176,1.96,1.239,1.748,1.011,0.857,0.55,1.688,0.368
177,1.947,1.231,1.737,1.028,0.841,0.584,1.671,0.347
178,1.946,1.223,1.722,1.011,0.788,0.617,1.641,0.392
179,1.932,1.215,1.686,1.024,0.827,0.496,1.638,0.353
180,1.92,1.208,1.695,0.991,0.834,0.576,1.632,0.348
181,1.913,1.2,1.727,1.005,0.851,0.574,1.635,0.411
182,1.909,1.193,1.748,0.922,0.822,0.535,1.631,0.41
183,1.895,1.187,1.688,1.009,0.79,0.567,1.634,0.391
184,1.889,1.178,1.672,0.98,0.769,0.623,1.604,0.386
185,1.879,1.172,1.69,0.964,0.803,0.572,1.577,0.371
186,1.875,1.166,1.671,0.948,0.823,0.552,1.603,0.377
187,1.866,1.158,1.68,0.954,0.842,0.467,1.592,0.362
188,1.859,1.15,1.647,1.008,0.8,0.539,1.589,0.282
189,1.856,1.145,1.664,0.92,0.812,0.549,1.552,0.283
190,1.844,1.099,1.675,0.952,0.801,0.546,1.565,0.385
191,1.838,1.086,1.694,0.931,0.763,0.595,1.553,0.33
192,1.825,1.079,1.675,0.952,0.786,0.541,1.506,0.327
193,1.817,1.073,1.685,0.906,0.784,0.483,1.52,0.319
194,1.816,1.067,1.694,0.867,0.78,0.539,1.557,0.324
195,1.806,1.061,1.643,0.885,0.788,0.518,1.544,0.338
196,1.8,1.056,1.7,0.923,0.776,0.508,1.514,0.375
197,1.792,1.05,1.676,0.888,0.787,0.538,1.498,0.315
198,1.788,1.047,1.683,0.868,0.832,0.491,1.479,0.321
199,1.783,1.04,1.67,0.919,0.765,0.488,1.518,0.277
200,1.775,1.034,1.661,0.884,0.794,0.458,1.504,0.36
201,1.775,1.03,1.676,0.851,0.785,0.524,1.49,0.356
202,1.759,1.025,1.654,0.915,0.781,0.514,1.483,0.307
203,1.753,1.018,1.672,0.93,0.745,0.528,1.415,0.331
204,1.754,1.015,1.636,0.89,0.754,0.524,1.475,0.316
205,1.745,1.01,1.635,0.893,0.745,0.532,1.47,0.298
206,1.74,1.005,1.654,0.85,0.766,0.524,1.481,0.361
207,1.734,1.002,1.653,0.858,0.752,0.5,1.451,0.268
208,1.734,0.996,1.631,0.84,0.746,0.494,1.431,0.346
209,1.72,0.993,1.641,0.841,0.745,0.469,1.458,0.252
210,1.715,0.988,1.645,0.827,0.743,0.475,1.446,0.294
211,1.708,0.985,1.661,0.854,0.749,0.503,1.424,0.323
212,1.701,0.981,1.579,0.857,0.703,0.534,1.417,0.291
213,1.7,0.977,1.631,0.837,0.722,0.498,1.432,0.331
214,1.699,0.973,1.616,0.825,0.749,0.506,1.439,0.28
215,1.694,0.969,1.64,0.785,0.763,0.502,1.43,0.281
216,1.684,0.965,1.621,0.836,0.739,0.466,1.423,0.288
217,1.68,0.962,1.593,0.812,0.771,0.504,1.427,0.241
218,1.673,0.957,1.582,0.829,0.67,0.536,1.386,0.286
219,1.669,0.954,1.613,0.883,0.738,0.49,1.422,0.314
220,1.659,0.952,1.586,0.866,0.781,0.467,1.411,0.32
221,1.656,0.947,1.597,0.838,0.76,0.449,1.398,0.289
222,1.657,0.944,1.558,0.843,0.698,0.466,1.368,0.336
223,1.648,0.943,1.549,0.798,0.709,0.462,1.379,0.272
224,1.639,0.938,1.594,0.8,0.749,0.511,1.334,0.276
225,1.634,0.934,1.562,0.825,0.728,0.471,1.385,0.316
226,1.641,0.932,1.577,0.822,0.698,0.452,1.357,0.279
227,1.629,0.928,1.557,0.699,0.687,0.488,1.371,0.274
228,1.622,0.925,1.547,0.785,0.756,0.509,1.37,0.282
229,1.624,0.921,1.527,0.801,0.734,0.476,1.321,0.321
230,1.619,0.917,1.565,0.743,0.741,0.521,1.345,0.334
231,1.614,0.915,1.573,0.742,0.739,0.466,1.356,0.313
232,1.602,0.913,1.543,0.802,0.76,0.469,1.334,0.305
233,1.599,0.911,1.552,0.812,0.691,0.492,1.34,0.321
234,1.604,0.907,1.538,0.785,0.686,0.502,1.298,0.28
235,1.596,0.904,1.535,0.799,0.649,0.464,1.296,0.347
236,1.589,0.902,1.563,0.748,0.701,0.515,1.328,0.272
237,1.584,0.898,1.537,0.76,0.689,0.454,1.304,0.264
238,1.587,0.896,1.547,0.772,0.689,0.485,1.351,0.258
239,1.579,0.895,1.548,0.754,0.695,0.484,1.327,0.246
