,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.672,0.445,0.033,0.208,0.077,0.275,0.247,0.109
1,0.673,0.445,0.035,0.212,0.074,0.275,0.211,0.187
2,0.687,0.444,0.042,0.228,0.113,0.257,0.266,0.201
3,0.678,0.444,0.03,0.215,0.09,0.226,0.236,0.19
4,0.683,0.445,0.026,0.23,0.106,0.225,0.279,0.138
5,0.682,0.444,0.026,0.246,0.104,0.221,0.261,0.131
6,0.69,0.446,0.041,0.223,0.067,0.238,0.225,0.146
7,0.675,0.443,0.024,0.227,0.088,0.244,0.24,0.17
8,0.674,0.444,0.014,0.207,0.09,0.261,0.245,0.178
9,0.678,0.444,0.033,0.225,0.091,0.265,0.269,0.179
10,0.677,0.443,0.032,0.236,0.086,0.233,0.26,0.157
11,0.681,0.444,0.033,0.239,0.071,0.257,0.234,0.224
12,0.678,0.445,0.029,0.268,0.1,0.285,0.254,0.222
13,0.681,0.444,0.027,0.223,0.102,0.241,0.248,0.214
14,0.679,0.443,0.023,0.209,0.107,0.252,0.252,0.159
15,0.672,0.444,0.042,0.219,0.084,0.229,0.249,0.131
16,0.679,0.444,0.039,0.209,0.113,0.233,0.226,0.198
17,0.686,0.446,0.05,0.224,0.13,0.223,0.251,0.187
18,0.689,0.443,0.027,0.252,0.102,0.247,0.241,0.168
19,0.674,0.443,0.026,0.237,0.057,0.225,0.225,0.18
20,0.679,0.441,0.027,0.229,0.113,0.196,0.243,0.123
21,0.682,0.44,0.032,0.235,0.093,0.231,0.265,0.193
22,0.678,0.442,0.032,0.206,0.106,0.271,0.242,0.102
23,0.676,0.443,0.04,0.187,0.145,0.221,0.273,0.1
24,0.684,0.44,0.04,0.224,0.107,0.217,0.265,0.116
25,0.682,0.441,0.027,0.224,0.091,0.179,0.253,0.136
26,0.677,0.442,0.025,0.207,0.151,0.267,0.278,0.213
27,0.673,0.44,0.014,0.233,0.123,0.256,0.236,0.152
28,0.681,0.442,0.041,0.23,0.081,0.246,0.23,0.187
29,0.677,0.492,0.036,0.25,0.126,0.264,0.27,0.134
30,0.733,0.68,0.031,0.194,0.086,0.237,0.282,0.236
31,0.834,0.896,0.047,0.254,0.106,0.33,0.399,0.259
32,0.93,1.062,0.049,0.203,0.173,0.331,0.502,0.251
33,1.014,1.197,0.059,0.247,0.122,0.454,0.592,0.324
34,1.072,1.3,0.074,0.299,0.136,0.567,0.67,0.212
35,1.128,1.381,0.083,0.258,0.112,0.588,0.746,0.282
36,1.17,1.443,0.089,0.291,0.137,0.596,0.784,0.325
37,1.195,1.494,0.09,0.272,0.188,0.595,0.803,0.412
38,1.226,1.51,0.097,0.314,0.179,0.657,0.845,0.349
39,1.257,1.563,0.098,0.357,0.173,0.649,0.876,0.379
40,1.28,1.587,0.092,0.376,0.188,0.666,0.854,0.327
41,1.299,1.604,0.083,0.294,0.182,0.677,0.867,0.34
42,1.308,1.626,0.064,0.466,0.204,0.755,0.877,0.396
43,1.338,1.639,0.071,0.476,0.179,0.783,0.885,0.443
44,1.354,1.649,0.074,0.462,0.163,0.793,0.888,0.461
45,1.383,1.66,0.074,0.535,0.202,0.795,0.902,0.478
46,1.399,1.666,0.046,0.553,0.202,0.81,0.91,0.483
47,1.424,1.669,0.052,0.57,0.211,0.894,0.9,0.476
48,1.439,1.673,0.064,0.555,0.185,0.86,0.94,0.517
49,1.454,1.676,0.026,0.59,0.202,0.873,0.925,0.526
50,1.476,1.677,0.056,0.608,0.213,0.916,0.931,0.491
51,1.493,1.679,0.05,0.651,0.227,0.914,0.937,0.54
52,1.512,1.679,0.058,0.676,0.248,0.962,0.948,0.573
