,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,1.141,0.605,0.128,0.542,0.171,0.321,0.475,0.236
1,1.129,0.603,0.1,0.514,0.219,0.326,0.495,0.175
2,1.117,0.604,0.133,0.495,0.162,0.296,0.502,0.218
3,1.122,0.604,0.122,0.515,0.179,0.404,0.553,0.157
4,1.126,0.604,0.123,0.551,0.169,0.379,0.517,0.215
5,1.126,0.604,0.12,0.498,0.204,0.385,0.539,0.272
6,1.122,0.607,0.093,0.466,0.225,0.346,0.449,0.277
7,1.125,0.604,0.088,0.545,0.179,0.312,0.49,0.268
8,1.128,0.605,0.111,0.493,0.219,0.382,0.534,0.27
9,1.128,0.604,0.115,0.527,0.196,0.421,0.535,0.243
10,1.126,0.603,0.099,0.483,0.179,0.295,0.537,0.18
11,1.123,0.605,0.119,0.566,0.171,0.316,0.519,0.23
12,1.117,0.605,0.119,0.558,0.221,0.358,0.549,0.207
13,1.121,0.604,0.092,0.478,0.168,0.372,0.536,0.195
14,1.12,0.604,0.121,0.552,0.204,0.373,0.595,0.091
15,1.121,0.603,0.092,0.497,0.2,0.342,0.542,0.206
16,1.122,0.601,0.108,0.471,0.222,0.336,0.521,0.226
17,1.124,0.603,0.074,0.514,0.198,0.347,0.539,0.214
18,1.122,0.604,0.074,0.476,0.164,0.378,0.578,0.174
19,1.115,0.604,0.092,0.532,0.155,0.3,0.617,0.196
20,1.12,0.602,0.119,0.565,0.159,0.333,0.533,0.211
21,1.113,0.603,0.105,0.476,0.211,0.359,0.569,0.192
22,1.119,0.604,0.114,0.532,0.188,0.351,0.482,0.177
23,1.122,0.602,0.13,0.525,0.159,0.372,0.539,0.23
24,1.122,0.629,0.1,0.495,0.199,0.376,0.571,0.178
25,1.308,1.188,0.178,0.551,0.33,0.453,0.787,0.3
26,1.699,1.653,0.39,0.749,0.598,0.662,1.265,0.378
27,1.998,1.811,0.474,0.999,0.714,0.979,1.556,0.638
28,2.265,1.875,0.566,1.32,0.696,1.542,1.785,0.967
29,2.646,1.909,0.766,1.88,0.793,2.315,2.144,1.766
30,3.106,1.928,1.984,2.651,1.125,3.228,2.65,3.219
31,3.633,1.937,4.461,3.78,2.691,4.211,3.374,4.764
32,4.313,1.939,4.807,4.818,4.539,4.888,4.028,4.926
33,4.72,1.936,4.828,4.96,4.768,4.963,4.242,4.925
34,4.875,1.93,4.824,4.97,4.772,4.963,4.262,4.928
35,4.922,1.92,4.821,4.969,4.764,4.964,4.269,4.915
36,4.935,1.91,4.813,4.968,4.741,4.958,4.273,4.907
37,4.936,1.898,4.801,4.961,4.726,4.956,4.251,4.908
38,4.936,1.884,4.797,4.953,4.726,4.953,4.241,4.902
39,4.936,1.871,4.779,4.952,4.719,4.948,4.239,4.905
40,4.934,1.859,4.774,4.95,4.714,4.944,4.233,4.892
41,4.933,1.845,4.769,4.95,4.718,4.949,4.23,4.896
42,4.932,1.831,4.763,4.943,4.72,4.943,4.228,4.89
43,4.932,1.818,4.762,4.934,4.716,4.941,4.256,4.888
44,4.932,1.805,4.751,4.94,4.703,4.942,4.259,4.88
45,4.93,1.793,4.751,4.938,4.703,4.941,4.257,4.88
46,4.931,1.781,4.75,4.934,4.713,4.939,4.256,4.873
47,4.93,1.769,4.748,4.936,4.72,4.934,4.261,4.887
48,4.927,1.757,4.741,4.937,4.726,4.94,4.243,4.883
49,4.927,1.746,4.746,4.933,4.728,4.938,4.263,4.879
50,4.927,1.736,4.743,4.925,4.73,4.938,4.287,4.888
51,4.927,1.728,4.738,4.927,4.742,4.937,4.271,4.886
52,4.927,1.717,4.743,4.933,4.746,4.942,4.237,4.866
53,4.927,1.708,4.746,4.929,4.75,4.938,4.234,4.886
54,4.927,1.699,4.742,4.927,4.752,4.937,4.244,4.873
55,4.927,1.691,4.74,4.933,4.755,4.931,4.239,4.875
56,4.926,1.683,4.742,4.928,4.753,4.94,4.236,4.885
57,4.927,1.675,4.74,4.927,4.752,4.937,4.267,4.876
58,4.926,1.668,4.742,4.927,4.747,4.934,4.263,4.874
59,4.926,1.662,4.74,4.925,4.755,4.932,4.246,4.891
60,4.926,1.656,4.742,4.92,4.757,4.938,4.244,4.874
61,4.926,1.651,4.74,4.925,4.763,4.932,4.246,4.889
62,4.926,1.645,4.738,4.928,4.76,4.928,4.252,4.878
63,4.926,1.641,4.739,4.931,4.762,4.932,4.244,4.868
64,4.926,1.636,4.743,4.926,4.762,4.934,4.233,4.869
65,4.925,1.631,4.742,4.924,4.763,4.934,4.246,4.856
66,4.923,1.625,4.741,4.927,4.765,4.936,4.231,4.874
67,4.924,1.621,4.735,4.929,4.763,4.932,4.26,4.872
68,4.923,1.617,4.732,4.929,4.763,4.933,4.25,4.882
69,4.924,1.613,4.74,4.935,4.762,4.937,4.244,4.863
70,4.922,1.61,4.741,4.927,4.766,4.933,4.254,4.861
71,4.923,1.606,4.735,4.928,4.767,4.93,4.247,4.869
72,4.923,1.603,4.73,4.924,4.765,4.929,4.257,4.872
73,4.922,1.599,4.737,4.927,4.763,4.931,4.279,4.858
74,4.923,1.596,4.737,4.923,4.762,4.932,4.249,4.879
75,4.923,1.594,4.737,4.924,4.76,4.932,4.285,4.872
76,4.922,1.592,4.736,4.932,4.758,4.929,4.281,4.861
77,4.922,1.589,4.733,4.927,4.76,4.937,4.284,4.873
78,4.922,1.588,4.734,4.924,4.763,4.931,4.267,4.878
79,4.922,1.585,4.735,4.925,4.758,4.927,4.261,4.865
80,4.922,1.582,4.732,4.926,4.759,4.931,4.277,4.883
81,4.922,1.582,4.731,4.919,4.76,4.929,4.316,4.877
82,4.922,1.579,4.735,4.923,4.759,4.931,4.267,4.865
83,4.922,1.578,4.737,4.923,4.76,4.929,4.26,4.872
84,4.922,1.576,4.738,4.925,4.763,4.931,4.249,4.885
85,4.922,1.573,4.735,4.925,4.759,4.927,4.257,4.873
86,4.922,1.573,4.731,4.93,4.76,4.931,4.249,4.867
87,4.921,1.571,4.738,4.926,4.755,4.93,4.246,4.875
88,4.922,1.567,4.737,4.922,4.753,4.931,4.251,4.871
89,4.922,1.566,4.737,4.923,4.752,4.93,4.252,4.871
90,4.922,1.564,4.734,4.925,4.757,4.928,4.265,4.875
91,4.922,1.563,4.732,4.92,4.76,4.926,4.265,4.879
92,4.922,1.561,4.729,4.922,4.759,4.933,4.254,4.878
93,4.922,1.559,4.732,4.924,4.759,4.928,4.25,4.882
94,4.922,1.558,4.731,4.927,4.754,4.927,4.246,4.868
95,4.922,1.558,4.738,4.925,4.756,4.926,4.238,4.863
96,4.922,1.556,4.733,4.928,4.755,4.931,4.253,4.867
97,4.922,1.555,4.727,4.923,4.757,4.929,4.243,4.861
98,4.922,1.553,4.726,4.921,4.763,4.926,4.272,4.866
99,4.922,1.552,4.726,4.923,4.757,4.924,4.257,4.865
100,4.922,1.551,4.725,4.927,4.755,4.931,4.26,4.865
101,4.922,1.549,4.733,4.927,4.759,4.931,4.242,4.869
102,4.922,1.548,4.731,4.92,4.763,4.931,4.256,4.878
103,4.922,1.547,4.737,4.919,4.776,4.926,4.242,4.859
104,4.922,1.545,4.731,4.923,4.774,4.926,4.252,4.871
105,4.922,1.543,4.735,4.928,4.774,4.924,4.25,4.861
106,4.921,1.543,4.73,4.924,4.778,4.924,4.246,4.875
107,4.921,1.542,4.738,4.927,4.773,4.926,4.257,4.871
108,4.921,1.54,4.729,4.92,4.782,4.931,4.25,4.868
109,4.921,1.539,4.729,4.92,4.78,4.928,4.259,4.87
110,4.921,1.539,4.724,4.924,4.754,4.929,4.257,4.864
111,4.921,1.537,4.725,4.921,4.757,4.926,4.269,4.871
112,4.92,1.538,4.723,4.922,4.768,4.93,4.266,4.874
113,4.92,1.531,4.723,4.919,4.771,4.922,4.272,4.872
114,4.919,1.502,4.74,4.918,4.777,4.917,4.283,4.835
115,4.918,1.468,4.753,4.916,4.796,4.916,4.268,4.846
116,4.917,1.425,4.778,4.912,4.809,4.909,4.268,4.836
117,4.917,1.386,4.799,4.914,4.834,4.894,4.268,4.815
118,4.916,1.344,4.829,4.916,4.857,4.865,4.259,4.789
119,4.912,1.302,4.622,4.907,4.874,4.728,4.263,4.616
120,4.902,1.261,2.785,4.916,4.783,3.902,4.249,3.518
121,4.879,1.222,1.506,4.914,3.215,3.562,4.224,2.697
122,4.831,1.184,1.268,4.812,2.355,3.25,4.17,2.391
