,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.434,0.792,0.76,0.479,0.442,1.079,0.502,0.687
1,0.441,0.79,0.735,0.46,0.454,1.019,0.494,0.666
2,0.435,0.79,0.738,0.48,0.479,1.031,0.516,0.576
3,0.448,0.791,0.732,0.462,0.465,1.047,0.496,0.726
4,0.438,0.789,0.75,0.464,0.482,0.981,0.481,0.66
5,0.444,0.79,0.735,0.452,0.447,1.013,0.496,0.709
6,0.44,0.791,0.759,0.465,0.435,1.047,0.497,0.679
7,0.444,0.79,0.725,0.449,0.442,1.015,0.516,0.708
8,0.434,0.79,0.755,0.479,0.423,1.062,0.513,0.695
9,0.438,0.791,0.729,0.484,0.431,1.03,0.547,0.626
10,0.44,0.789,0.686,0.472,0.482,0.99,0.528,0.723
11,0.451,0.787,0.722,0.453,0.466,0.988,0.506,0.765
12,0.44,0.786,0.764,0.462,0.442,1.07,0.51,0.696
13,0.445,0.786,0.709,0.458,0.464,1.003,0.522,0.701
14,0.436,0.788,0.728,0.493,0.473,1.014,0.517,0.696
15,0.44,0.788,0.693,0.483,0.436,0.994,0.515,0.624
16,0.451,0.786,0.745,0.47,0.455,1.015,0.548,0.597
17,0.441,0.786,0.747,0.43,0.408,1.027,0.512,0.671
18,0.437,0.786,0.701,0.481,0.428,1.035,0.491,0.617
19,0.437,0.786,0.741,0.464,0.451,1.045,0.526,0.647
20,0.441,0.786,0.724,0.448,0.448,1.009,0.522,0.652
21,0.437,0.785,0.703,0.464,0.432,1.02,0.507,0.6
22,0.436,0.786,0.75,0.425,0.423,1.014,0.513,0.67
23,0.444,0.786,0.715,0.503,0.413,1.028,0.532,0.59
24,0.442,0.784,0.713,0.436,0.441,1.042,0.502,0.628
25,0.545,0.942,1.089,0.429,0.536,1.383,0.674,1.073
26,1.593,1.724,3.091,1.142,1.812,3.668,2.095,3.261
27,2.756,2.252,3.754,2.739,3.204,4.5,3.701,4.201
28,3.04,2.482,4.097,3.01,3.636,4.514,3.983,4.455
29,3.581,2.612,4.759,4.562,4.604,4.873,4.435,4.918
30,4.637,2.696,4.813,4.972,4.916,4.975,4.92,4.96
31,4.916,2.749,4.819,4.987,4.932,4.979,4.984,4.967
32,4.947,2.767,4.819,4.985,4.93,4.98,4.987,4.97
33,4.95,2.758,4.816,4.983,4.925,4.98,4.987,4.97
34,4.947,2.826,4.785,4.98,4.921,4.979,4.985,4.971
35,4.946,2.801,4.785,4.978,4.917,4.98,4.986,4.973
36,4.945,2.797,4.777,4.976,4.912,4.98,4.986,4.973
37,4.942,2.803,4.766,4.973,4.906,4.98,4.985,4.971
38,4.941,2.809,4.773,4.971,4.903,4.98,4.985,4.975
39,4.939,2.808,4.756,4.969,4.896,4.98,4.985,4.974
40,4.937,2.815,4.756,4.968,4.893,4.981,4.985,4.974
41,4.937,2.828,4.745,4.967,4.886,4.98,4.985,4.976
42,4.936,2.828,4.744,4.966,4.882,4.981,4.984,4.977
43,4.933,2.83,4.739,4.965,4.875,4.981,4.984,4.978
44,4.932,2.816,4.737,4.967,4.871,4.981,4.985,4.977
