,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,1.086,0.957,0.2,0.47,0.138,0.391,0.789,0.26
1,1.095,0.955,0.22,0.489,0.118,0.308,0.785,0.266
2,1.086,0.954,0.235,0.53,0.148,0.323,0.801,0.239
3,1.091,0.954,0.212,0.424,0.114,0.31,0.777,0.278
4,1.09,0.955,0.196,0.483,0.115,0.278,0.786,0.285
5,1.087,0.953,0.21,0.523,0.142,0.395,0.817,0.247
6,1.086,0.952,0.23,0.484,0.164,0.326,0.837,0.223
7,1.084,0.952,0.202,0.414,0.128,0.342,0.814,0.195
8,1.084,0.952,0.22,0.537,0.139,0.33,0.802,0.239
9,1.081,0.95,0.219,0.532,0.166,0.341,0.788,0.208
10,1.082,0.95,0.182,0.55,0.109,0.327,0.733,0.282
11,1.086,0.947,0.192,0.459,0.094,0.374,0.824,0.194
12,1.087,0.947,0.187,0.537,0.112,0.354,0.79,0.257
13,1.087,0.947,0.229,0.481,0.162,0.365,0.805,0.295
14,1.089,0.947,0.214,0.48,0.141,0.34,0.828,0.239
15,1.086,0.946,0.215,0.476,0.146,0.353,0.839,0.22
16,1.076,0.943,0.236,0.507,0.129,0.296,0.721,0.266
17,1.069,0.945,0.248,0.515,0.109,0.311,0.81,0.252
18,1.086,0.943,0.224,0.527,0.12,0.392,0.806,0.251
19,1.087,0.941,0.182,0.477,0.123,0.348,0.774,0.288
20,1.079,0.941,0.197,0.5,0.098,0.27,0.748,0.269
21,1.073,0.94,0.182,0.532,0.125,0.327,0.81,0.226
22,1.081,0.94,0.187,0.492,0.115,0.329,0.812,0.286
23,1.081,0.96,0.227,0.507,0.141,0.332,0.776,0.284
24,1.652,1.658,0.35,0.795,0.43,1.208,1.227,1.202
25,2.3,2.0,0.483,1.274,0.679,2.186,1.828,1.764
26,2.666,2.088,0.763,1.675,0.752,2.714,2.208,2.588
27,3.141,2.138,3.22,2.046,0.893,3.394,2.738,4.412
28,3.971,2.163,4.617,3.69,3.467,4.607,3.508,4.864
29,4.667,2.176,4.735,4.846,4.524,4.937,4.132,4.889
30,4.876,2.178,4.776,4.936,4.583,4.953,4.25,4.895
31,4.914,2.173,4.797,4.95,4.58,4.953,4.252,4.896
32,4.918,2.165,4.806,4.955,4.573,4.949,4.27,4.887
33,4.921,2.155,4.816,4.954,4.582,4.944,4.265,4.886
34,4.922,2.144,4.818,4.95,4.586,4.939,4.284,4.874
35,4.921,2.131,4.82,4.946,4.583,4.931,4.26,4.867
36,4.921,2.117,4.828,4.945,4.574,4.936,4.266,4.853
37,4.919,2.104,4.819,4.941,4.567,4.929,4.257,4.862
38,4.918,2.092,4.821,4.94,4.509,4.925,4.266,4.854
39,4.918,2.08,4.82,4.935,4.48,4.926,4.249,4.86
40,4.917,2.068,4.823,4.936,4.362,4.92,4.258,4.84
41,4.917,2.056,4.822,4.935,4.308,4.913,4.268,4.835
42,4.917,2.043,4.825,4.939,4.272,4.921,4.267,4.84
43,4.917,2.033,4.826,4.934,4.229,4.92,4.261,4.836
44,4.917,2.022,4.831,4.936,4.23,4.913,4.262,4.843
45,4.917,2.011,4.834,4.936,4.214,4.918,4.266,4.825
46,4.917,2.002,4.836,4.932,4.235,4.919,4.261,4.839
47,4.917,1.994,4.838,4.938,4.297,4.92,4.267,4.844
48,4.917,1.988,4.84,4.937,4.258,4.913,4.275,4.83
49,4.917,1.982,4.838,4.935,4.256,4.914,4.265,4.84
50,4.917,1.977,4.841,4.933,4.301,4.918,4.279,4.84
51,4.916,1.972,4.842,4.937,4.326,4.917,4.258,4.835
52,4.916,1.966,4.848,4.936,4.339,4.909,4.273,4.841
53,4.916,1.96,4.844,4.936,4.343,4.913,4.268,4.835
54,4.915,1.955,4.846,4.931,4.324,4.912,4.275,4.841
55,4.915,1.947,4.845,4.937,4.339,4.908,4.273,4.824
56,4.915,1.94,4.848,4.935,4.27,4.914,4.275,4.832
57,4.914,1.934,4.845,4.939,4.351,4.912,4.269,4.83
58,4.913,1.929,4.85,4.936,4.289,4.911,4.294,4.831
59,4.913,1.924,4.848,4.937,4.308,4.912,4.283,4.832
60,4.912,1.918,4.855,4.934,4.337,4.916,4.258,4.823
61,4.912,1.913,4.854,4.938,4.377,4.909,4.26,4.825
62,4.912,1.909,4.853,4.937,4.36,4.913,4.278,4.825
63,4.912,1.904,4.852,4.931,4.343,4.911,4.266,4.842
64,4.912,1.898,4.854,4.935,4.312,4.903,4.264,4.824
65,4.912,1.894,4.856,4.938,4.35,4.907,4.268,4.823
66,4.912,1.889,4.855,4.935,4.39,4.916,4.272,4.822
67,4.912,1.886,4.851,4.933,4.385,4.904,4.269,4.819
68,4.912,1.881,4.852,4.939,4.383,4.905,4.257,4.816
69,4.912,1.876,4.855,4.936,4.42,4.912,4.259,4.827
70,4.912,1.873,4.854,4.935,4.392,4.907,4.287,4.817
71,4.912,1.87,4.854,4.935,4.403,4.898,4.275,4.822
72,4.912,1.865,4.858,4.933,4.394,4.905,4.259,4.81
73,4.912,1.862,4.853,4.932,4.393,4.911,4.271,4.819
74,4.912,1.859,4.856,4.931,4.355,4.912,4.269,4.826
75,4.912,1.855,4.853,4.937,4.347,4.909,4.258,4.828
76,4.912,1.854,4.856,4.936,4.386,4.913,4.259,4.831
77,4.912,1.851,4.856,4.934,4.382,4.906,4.256,4.825
78,4.912,1.848,4.854,4.933,4.372,4.911,4.25,4.814
79,4.912,1.846,4.854,4.935,4.385,4.909,4.25,4.823
80,4.912,1.844,4.856,4.931,4.382,4.906,4.256,4.816
81,4.911,1.84,4.856,4.933,4.324,4.911,4.249,4.838
82,4.912,1.839,4.856,4.934,4.335,4.906,4.265,4.802
83,4.912,1.837,4.855,4.935,4.308,4.9,4.262,4.824
84,4.912,1.835,4.855,4.933,4.302,4.914,4.256,4.833
85,4.911,1.832,4.853,4.937,4.324,4.912,4.255,4.818
86,4.911,1.831,4.858,4.935,4.36,4.906,4.253,4.824
87,4.911,1.831,4.855,4.934,4.344,4.905,4.254,4.815
