,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.785,0.271,0.031,0.255,0.104,0.368,0.355,0.249
1,0.781,0.27,0.027,0.293,0.093,0.327,0.288,0.246
2,0.782,0.271,0.025,0.264,0.114,0.348,0.321,0.222
3,0.779,0.27,0.025,0.239,0.077,0.301,0.285,0.254
4,0.784,0.271,0.054,0.24,0.109,0.298,0.285,0.213
5,0.782,0.272,0.031,0.263,0.088,0.335,0.311,0.223
6,0.78,0.27,0.023,0.227,0.106,0.304,0.327,0.139
7,0.783,0.27,0.026,0.288,0.105,0.329,0.32,0.186
8,0.781,0.269,0.042,0.266,0.121,0.286,0.312,0.246
9,0.784,0.27,0.022,0.233,0.133,0.301,0.356,0.161
10,0.78,0.271,0.026,0.231,0.116,0.304,0.334,0.152
11,0.788,0.269,0.032,0.214,0.122,0.301,0.356,0.233
12,0.781,0.271,0.033,0.227,0.103,0.35,0.359,0.155
13,0.778,0.271,0.047,0.232,0.133,0.343,0.357,0.169
14,0.784,0.269,0.035,0.199,0.121,0.373,0.33,0.182
15,0.783,0.268,0.054,0.204,0.146,0.32,0.328,0.159
16,0.781,0.27,0.047,0.233,0.135,0.261,0.321,0.162
17,0.789,0.269,0.053,0.246,0.123,0.327,0.301,0.148
18,0.782,0.27,0.044,0.211,0.122,0.291,0.318,0.219
19,0.783,0.27,0.031,0.206,0.138,0.309,0.318,0.183
20,0.782,0.274,0.024,0.201,0.129,0.33,0.322,0.192
21,0.779,0.269,0.032,0.206,0.11,0.344,0.362,0.187
22,0.778,0.27,0.034,0.26,0.076,0.295,0.322,0.141
23,0.784,0.27,0.037,0.221,0.104,0.296,0.341,0.245
24,0.779,0.27,0.028,0.188,0.126,0.297,0.331,0.217
25,0.782,0.271,0.013,0.232,0.082,0.362,0.306,0.229
26,0.788,0.271,0.019,0.223,0.09,0.321,0.303,0.186
27,1.292,0.31,0.027,0.349,0.153,1.442,0.625,0.899
28,2.07,0.358,0.042,0.497,0.229,2.36,1.268,1.555
29,2.46,0.401,0.055,0.713,0.276,2.455,1.832,1.602
30,2.609,0.437,0.082,0.957,0.307,2.509,2.082,1.978
31,2.928,0.467,0.621,1.347,0.419,3.349,2.419,3.914
32,3.732,0.493,3.56,2.789,0.54,4.668,3.348,4.774
33,4.585,0.51,4.317,4.699,1.193,4.901,4.59,4.847
34,4.867,0.527,4.473,4.916,3.912,4.925,4.89,4.85
35,4.912,0.542,4.572,4.938,4.695,4.933,4.925,4.862
36,4.919,0.553,4.63,4.943,4.785,4.932,4.929,4.857
37,4.922,0.562,4.662,4.94,4.833,4.921,4.933,4.834
38,4.922,0.568,4.668,4.941,4.86,4.924,4.933,4.835
39,4.921,0.572,4.67,4.934,4.876,4.916,4.932,4.822
40,4.92,0.576,4.663,4.924,4.884,4.907,4.933,4.811
41,4.917,0.579,4.652,4.921,4.888,4.902,4.932,4.783
42,4.917,0.58,4.629,4.917,4.885,4.902,4.93,4.784
43,4.917,0.58,4.618,4.909,4.885,4.896,4.928,4.787
44,4.916,0.579,4.605,4.909,4.883,4.896,4.927,4.76
45,4.913,0.578,4.595,4.901,4.882,4.894,4.927,4.781
46,4.912,0.576,4.579,4.899,4.876,4.89,4.924,4.76
47,4.912,0.576,4.576,4.889,4.874,4.887,4.925,4.751
48,4.912,0.572,4.573,4.888,4.871,4.889,4.924,4.769
49,4.912,0.571,4.571,4.886,4.868,4.888,4.924,4.744
50,4.912,0.568,4.565,4.89,4.863,4.89,4.921,4.761
51,4.911,0.566,4.571,4.885,4.86,4.89,4.921,4.77
52,4.912,0.563,4.576,4.88,4.858,4.886,4.922,4.757
53,4.912,0.559,4.578,4.889,4.854,4.89,4.921,4.764
54,4.912,0.556,4.577,4.888,4.85,4.894,4.919,4.762
55,4.912,0.555,4.591,4.885,4.851,4.888,4.923,4.758
56,4.911,0.551,4.6,4.891,4.852,4.894,4.921,4.776
57,4.912,0.55,4.605,4.898,4.852,4.899,4.921,4.778
58,4.912,0.545,4.615,4.889,4.85,4.892,4.92,4.768
59,4.912,0.543,4.626,4.895,4.856,4.896,4.925,4.781
60,4.911,0.54,4.629,4.899,4.849,4.899,4.922,4.78
61,4.912,0.54,4.635,4.894,4.849,4.893,4.921,4.771
62,4.912,0.538,4.643,4.896,4.851,4.889,4.922,4.752
63,4.912,0.533,4.64,4.894,4.847,4.889,4.92,4.757
64,4.911,0.532,4.654,4.899,4.852,4.897,4.922,4.771
65,4.911,0.531,4.659,4.901,4.853,4.898,4.921,4.765
66,4.912,0.529,4.662,4.9,4.854,4.891,4.922,4.753
67,4.912,0.526,4.668,4.893,4.855,4.89,4.921,4.753
68,4.912,0.522,4.676,4.887,4.861,4.882,4.925,4.753
69,4.912,0.522,4.671,4.902,4.856,4.899,4.922,4.789
70,4.912,0.52,4.673,4.894,4.856,4.892,4.921,4.778
71,4.912,0.517,4.681,4.89,4.861,4.883,4.922,4.752
72,4.911,0.517,4.683,4.9,4.861,4.894,4.922,4.785
73,4.911,0.515,4.685,4.898,4.863,4.895,4.923,4.777
74,4.912,0.513,4.687,4.892,4.862,4.883,4.923,4.749
75,4.912,0.513,4.687,4.902,4.865,4.89,4.922,4.771
76,4.912,0.51,4.69,4.895,4.865,4.891,4.925,4.755
77,4.912,0.509,4.695,4.904,4.865,4.897,4.923,4.778
78,4.912,0.508,4.693,4.901,4.864,4.895,4.922,4.782
79,4.912,0.506,4.694,4.894,4.868,4.888,4.924,4.756
80,4.912,0.507,4.691,4.9,4.865,4.896,4.922,4.781
81,4.912,0.505,4.703,4.894,4.869,4.885,4.923,4.751
82,4.911,0.504,4.698,4.892,4.869,4.883,4.923,4.759
83,4.912,0.505,4.698,4.895,4.872,4.887,4.923,4.769
84,4.911,0.501,4.698,4.895,4.873,4.886,4.923,4.765
85,4.912,0.502,4.705,4.894,4.878,4.887,4.925,4.758
86,4.912,0.501,4.7,4.899,4.877,4.89,4.922,4.769
87,4.912,0.501,4.707,4.893,4.883,4.885,4.926,4.762
88,4.912,0.499,4.701,4.889,4.88,4.882,4.923,4.757
89,4.912,0.498,4.705,4.891,4.883,4.884,4.926,4.75
90,4.912,0.498,4.709,4.894,4.883,4.887,4.924,4.764
91,4.912,0.5,4.699,4.895,4.879,4.889,4.923,4.763
92,4.912,0.495,4.706,4.887,4.879,4.878,4.924,4.745
93,4.912,0.495,4.702,4.903,4.877,4.897,4.924,4.786
94,4.912,0.495,4.699,4.891,4.874,4.89,4.922,4.765
95,4.912,0.496,4.697,4.899,4.873,4.89,4.92,4.763
96,4.911,0.494,4.698,4.897,4.874,4.887,4.923,4.766
97,4.912,0.494,4.694,4.899,4.87,4.892,4.921,4.766
98,4.912,0.496,4.7,4.895,4.873,4.891,4.922,4.772
99,4.912,0.493,4.696,4.894,4.871,4.888,4.922,4.767
100,4.911,0.493,4.705,4.896,4.872,4.888,4.918,4.761
101,4.911,0.493,4.696,4.897,4.869,4.892,4.917,4.774
102,4.911,0.491,4.696,4.893,4.87,4.885,4.919,4.755
103,4.911,0.489,4.697,4.887,4.868,4.88,4.918,4.747
104,4.911,0.49,4.699,4.899,4.869,4.891,4.918,4.776
105,4.911,0.49,4.695,4.895,4.868,4.888,4.919,4.778
106,4.911,0.49,4.694,4.894,4.866,4.884,4.917,4.763
107,4.911,0.49,4.7,4.898,4.873,4.89,4.921,4.773
108,4.91,0.489,4.691,4.893,4.863,4.888,4.917,4.763
109,4.911,0.488,4.703,4.891,4.871,4.884,4.919,4.754
110,4.911,0.488,4.699,4.897,4.865,4.888,4.917,4.762
111,4.911,0.486,4.694,4.891,4.864,4.884,4.917,4.759
112,4.911,0.486,4.69,4.891,4.863,4.884,4.916,4.751
113,4.91,0.488,4.687,4.896,4.86,4.887,4.915,4.761
114,4.909,0.486,4.684,4.887,4.86,4.879,4.914,4.749
115,4.909,0.484,4.679,4.888,4.857,4.873,4.913,4.741
116,4.908,0.485,4.672,4.88,4.856,4.869,4.914,4.729
117,4.907,0.485,4.669,4.877,4.853,4.874,4.912,4.737
118,4.907,0.485,4.659,4.873,4.846,4.866,4.909,4.713
119,4.907,0.485,4.657,4.871,4.848,4.868,4.91,4.728
120,4.904,0.482,4.649,4.877,4.84,4.872,4.907,4.74
121,4.903,0.476,4.647,4.865,4.833,4.857,4.904,4.7
122,4.902,0.469,4.653,4.872,4.832,4.865,4.904,4.733
123,4.902,0.463,4.658,4.872,4.831,4.863,4.903,4.724
124,4.901,0.456,4.667,4.876,4.833,4.859,4.902,4.725
125,4.9,0.45,4.673,4.88,4.836,4.859,4.902,4.732
126,4.899,0.443,4.683,4.875,4.84,4.848,4.9,4.703
127,4.898,0.436,4.687,4.885,4.843,4.851,4.899,4.727
128,4.897,0.43,4.687,4.888,4.845,4.836,4.898,4.71
129,4.895,0.424,4.683,4.882,4.849,4.815,4.898,4.689
130,4.893,0.419,4.669,4.886,4.852,4.781,4.895,4.665
131,4.888,0.414,4.637,4.885,4.849,4.615,4.888,4.636
132,4.88,0.407,4.372,4.866,4.849,3.608,4.883,4.52
133,4.865,0.404,2.775,4.863,4.844,2.69,4.867,4.332
134,4.81,0.4,0.648,4.825,4.759,2.117,4.809,3.113
135,4.642,0.394,0.211,4.683,4.036,1.84,4.584,1.893
136,4.109,0.39,0.161,3.988,1.581,1.643,3.914,1.309
137,3.187,0.387,0.123,2.435,0.779,1.466,2.807,1.006
138,2.834,0.382,0.099,1.851,0.678,1.336,2.21,0.917
139,2.666,0.379,0.106,1.594,0.627,1.257,1.944,0.864
140,2.519,0.378,0.091,1.358,0.547,1.204,1.777,0.73
141,2.386,0.374,0.066,1.215,0.482,1.123,1.636,0.629
142,2.275,0.369,0.073,1.089,0.408,1.064,1.51,0.619
143,2.174,0.366,0.068,1.006,0.383,0.983,1.415,0.505
144,2.089,0.364,0.091,0.985,0.365,0.924,1.359,0.427
145,2.013,0.36,0.067,0.87,0.347,0.891,1.261,0.497
