,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,1.235,0.679,0.135,0.516,0.17,0.458,0.647,0.24
1,1.229,0.679,0.113,0.512,0.136,0.447,0.612,0.274
2,1.238,0.678,0.106,0.44,0.16,0.37,0.556,0.292
3,1.236,0.679,0.077,0.469,0.135,0.419,0.653,0.223
4,1.228,0.679,0.077,0.494,0.182,0.44,0.607,0.217
5,1.227,0.678,0.074,0.528,0.169,0.43,0.653,0.253
6,1.229,0.679,0.11,0.522,0.182,0.432,0.618,0.234
7,1.232,0.677,0.087,0.466,0.163,0.458,0.635,0.224
8,1.23,0.678,0.093,0.509,0.183,0.444,0.611,0.283
9,1.225,0.677,0.101,0.484,0.18,0.466,0.641,0.328
10,1.227,0.678,0.092,0.506,0.154,0.462,0.622,0.345
11,1.231,0.678,0.09,0.495,0.138,0.467,0.633,0.261
12,1.232,0.678,0.084,0.512,0.16,0.454,0.659,0.276
13,1.231,0.679,0.082,0.47,0.161,0.448,0.638,0.255
14,1.225,0.678,0.078,0.471,0.172,0.458,0.677,0.202
15,1.229,0.679,0.083,0.499,0.159,0.451,0.633,0.241
16,1.231,0.679,0.096,0.447,0.117,0.462,0.603,0.254
17,1.233,0.678,0.116,0.475,0.135,0.456,0.621,0.212
18,1.221,0.676,0.089,0.491,0.164,0.442,0.654,0.242
19,1.229,0.677,0.079,0.504,0.199,0.479,0.679,0.269
20,1.224,0.674,0.102,0.504,0.152,0.479,0.646,0.196
21,1.228,0.675,0.126,0.392,0.217,0.517,0.569,0.318
22,1.225,0.675,0.115,0.467,0.159,0.444,0.642,0.313
23,1.222,0.674,0.112,0.531,0.18,0.497,0.608,0.274
24,1.225,0.675,0.096,0.509,0.152,0.464,0.651,0.298
25,1.273,0.8,0.123,0.484,0.188,0.45,0.669,0.279
26,1.533,1.125,0.108,0.538,0.215,0.66,0.932,0.411
27,1.789,1.318,0.153,0.664,0.307,0.864,1.22,0.558
28,1.975,1.441,0.232,0.795,0.327,1.03,1.392,0.678
29,2.118,1.518,0.271,0.87,0.373,1.253,1.589,0.752
30,2.253,1.569,0.322,0.978,0.448,1.505,1.696,0.924
31,2.376,1.604,0.344,1.202,0.457,1.617,1.837,1.139
32,2.503,1.626,0.386,1.353,0.525,1.862,1.952,1.254
33,2.624,1.64,0.446,1.567,0.595,2.058,2.103,1.438
34,2.746,1.647,0.557,1.767,0.634,2.263,2.191,1.636
35,2.851,1.65,0.604,1.933,0.732,2.339,2.337,1.81
36,2.957,1.651,0.68,2.045,0.799,2.483,2.392,1.907
37,3.046,1.65,0.738,2.254,0.944,2.606,2.524,1.934
38,3.131,1.646,0.811,2.488,0.964,2.772,2.572,2.153
39,3.207,1.641,0.865,2.607,1.029,2.868,2.668,2.249
40,3.272,1.638,0.915,2.698,1.076,2.9,2.714,2.343
41,3.326,1.633,0.952,2.822,1.137,2.965,2.775,2.427
42,3.38,1.625,0.981,2.887,1.185,3.028,2.83,2.459
43,3.423,1.618,1.022,2.96,1.258,3.068,2.857,2.575
44,3.458,1.611,1.057,3.028,1.3,3.118,2.908,2.577
45,3.496,1.604,1.092,3.027,1.367,3.096,2.938,2.616
46,3.525,1.597,1.105,3.102,1.386,3.17,2.969,2.638
47,3.55,1.589,1.118,3.15,1.416,3.192,2.967,2.73
48,3.571,1.582,1.132,3.196,1.454,3.186,3.022,2.665
49,3.592,1.575,1.118,3.207,1.469,3.238,3.032,2.73
50,3.611,1.567,1.128,3.236,1.484,3.206,3.043,2.86
51,3.626,1.562,1.156,3.228,1.486,3.225,3.067,2.788
52,3.639,1.555,1.128,3.282,1.478,3.222,3.106,2.864
53,3.646,1.548,1.142,3.302,1.508,3.222,3.109,2.86
54,3.661,1.54,1.174,3.324,1.527,3.232,3.129,2.812
55,3.671,1.536,1.177,3.304,1.519,3.248,3.137,2.847
56,3.673,1.53,1.197,3.329,1.544,3.287,3.13,2.9
57,3.683,1.525,1.178,3.358,1.583,3.25,3.147,2.878
58,3.689,1.519,1.19,3.32,1.552,3.305,3.148,2.865
59,3.693,1.513,1.209,3.331,1.585,3.282,3.155,2.887
60,3.699,1.509,1.162,3.38,1.563,3.294,3.131,2.884
61,3.704,1.504,1.18,3.374,1.612,3.285,3.139,2.91
62,3.707,1.5,1.177,3.357,1.564,3.281,3.126,2.924
63,3.711,1.496,1.199,3.358,1.604,3.3,3.14,2.946
64,3.717,1.491,1.17,3.376,1.588,3.273,3.123,2.953
65,3.718,1.486,1.2,3.358,1.552,3.296,3.155,2.915
66,3.716,1.483,1.204,3.368,1.602,3.263,3.15,2.905
67,3.721,1.478,1.171,3.387,1.615,3.314,3.143,2.96
68,3.722,1.476,1.176,3.378,1.585,3.282,3.128,2.919
69,3.726,1.471,1.171,3.352,1.623,3.269,3.121,2.943
70,3.725,1.469,1.192,3.36,1.602,3.249,3.139,2.945
71,3.728,1.466,1.171,3.384,1.577,3.271,3.166,2.923
72,3.728,1.462,1.204,3.385,1.612,3.284,3.148,2.967
73,3.729,1.46,1.173,3.391,1.607,3.292,3.165,2.861
74,3.728,1.456,1.211,3.383,1.588,3.278,3.161,2.89
75,3.727,1.456,1.194,3.404,1.561,3.281,3.118,2.898
76,3.729,1.451,1.185,3.377,1.574,3.287,3.185,2.923
77,3.73,1.448,1.208,3.343,1.624,3.282,3.159,2.952
78,3.731,1.447,1.208,3.412,1.614,3.27,3.144,2.928
79,3.727,1.445,1.197,3.369,1.592,3.276,3.126,2.916
80,3.73,1.442,1.199,3.353,1.638,3.237,3.159,2.988
81,3.729,1.441,1.169,3.383,1.606,3.308,3.164,2.946
82,3.73,1.436,1.194,3.397,1.584,3.287,3.151,2.907
83,3.729,1.435,1.198,3.391,1.582,3.271,3.189,2.858
84,3.731,1.433,1.198,3.344,1.592,3.296,3.152,2.943
85,3.729,1.432,1.185,3.392,1.619,3.294,3.128,2.901
86,3.731,1.43,1.189,3.359,1.625,3.301,3.131,2.89
87,3.729,1.43,1.172,3.377,1.582,3.26,3.138,2.923
88,3.729,1.429,1.163,3.42,1.576,3.308,3.144,2.903
89,3.729,1.427,1.178,3.408,1.598,3.292,3.16,2.91
90,3.733,1.425,1.199,3.361,1.59,3.296,3.146,2.882
91,3.73,1.423,1.192,3.379,1.59,3.266,3.167,2.894
92,3.733,1.422,1.195,3.396,1.638,3.286,3.148,2.917
93,3.731,1.422,1.182,3.407,1.601,3.319,3.132,2.911
94,3.737,1.42,1.198,3.391,1.603,3.288,3.163,2.952
95,3.734,1.419,1.216,3.372,1.603,3.299,3.183,2.868
96,3.734,1.418,1.207,3.391,1.638,3.267,3.137,2.929
97,3.736,1.416,1.213,3.416,1.62,3.308,3.157,2.866
98,3.736,1.415,1.186,3.376,1.645,3.301,3.171,2.885
99,3.736,1.415,1.195,3.377,1.602,3.282,3.167,2.922
100,3.736,1.415,1.164,3.439,1.582,3.301,3.145,2.883
101,3.738,1.414,1.201,3.391,1.616,3.309,3.157,2.948
102,3.737,1.413,1.18,3.398,1.624,3.307,3.192,2.874
103,3.743,1.411,1.194,3.369,1.574,3.283,3.169,2.94
104,3.739,1.41,1.193,3.394,1.637,3.274,3.181,2.908
105,3.738,1.411,1.207,3.403,1.61,3.326,3.21,2.864
106,3.741,1.409,1.177,3.391,1.615,3.282,3.164,2.928
107,3.741,1.41,1.197,3.369,1.615,3.279,3.157,2.906
108,3.744,1.409,1.207,3.367,1.594,3.271,3.18,2.918
109,3.744,1.407,1.201,3.405,1.626,3.317,3.163,2.898
110,3.743,1.406,1.22,3.396,1.636,3.304,3.164,2.92
111,3.744,1.406,1.198,3.395,1.621,3.289,3.161,2.952
112,3.743,1.406,1.191,3.381,1.652,3.311,3.167,2.937
113,3.74,1.405,1.172,3.402,1.63,3.293,3.201,2.85
114,3.689,1.388,1.153,3.338,1.577,3.252,3.147,2.788
115,3.594,1.356,1.095,3.244,1.536,3.11,2.999,2.666
116,3.52,1.323,1.026,3.164,1.42,2.986,2.867,2.461
117,3.434,1.291,0.913,3.01,1.305,2.809,2.731,2.235
118,3.331,1.257,0.809,2.842,1.165,2.624,2.627,1.97
119,3.228,1.226,0.709,2.677,1.048,2.47,2.501,1.798
120,3.122,1.196,0.645,2.564,0.92,2.291,2.357,1.627
121,3.017,1.168,0.573,2.35,0.849,2.089,2.227,1.422
122,2.917,1.141,0.49,2.208,0.818,1.915,2.126,1.224
123,2.809,1.116,0.463,2.043,0.7,1.78,2.054,1.109
124,2.71,1.091,0.4,1.976,0.634,1.67,1.91,0.95
125,2.616,1.07,0.372,1.82,0.56,1.548,1.817,0.911
126,2.521,1.047,0.363,1.7,0.524,1.497,1.724,0.854
127,2.444,1.027,0.29,1.617,0.474,1.348,1.639,0.826
128,2.379,1.01,0.292,1.464,0.407,1.226,1.615,0.767
129,2.304,0.994,0.298,1.371,0.395,1.184,1.525,0.71
130,2.238,0.979,0.299,1.331,0.427,1.069,1.43,0.635
131,2.179,0.963,0.237,1.309,0.403,1.031,1.416,0.636
132,2.119,0.949,0.248,1.263,0.333,0.977,1.391,0.601
133,2.069,0.937,0.219,1.144,0.348,0.975,1.332,0.541
134,2.019,0.924,0.203,1.183,0.29,0.905,1.26,0.572
135,1.978,0.913,0.21,1.105,0.317,0.94,1.256,0.557
136,1.93,0.904,0.186,1.113,0.3,0.886,1.222,0.506
137,1.896,0.895,0.161,1.004,0.293,0.824,1.179,0.458
138,1.869,0.885,0.18,1.013,0.283,0.853,1.176,0.447
139,1.838,0.88,0.174,0.998,0.255,0.849,1.149,0.434
140,1.812,0.87,0.172,0.914,0.226,0.762,1.125,0.452
141,1.783,0.862,0.155,0.888,0.281,0.756,1.061,0.384
142,1.757,0.859,0.168,0.912,0.261,0.753,1.055,0.358
143,1.738,0.852,0.155,0.839,0.259,0.74,1.035,0.405
144,1.711,0.846,0.137,0.833,0.215,0.717,1.058,0.367
145,1.693,0.84,0.153,0.846,0.223,0.641,1.036,0.364
146,1.679,0.835,0.133,0.789,0.22,0.662,1.0,0.378
147,1.663,0.831,0.151,0.835,0.232,0.677,0.995,0.345
148,1.647,0.828,0.141,0.816,0.238,0.657,0.963,0.423
149,1.629,0.824,0.137,0.802,0.25,0.676,0.98,0.356
150,1.621,0.821,0.122,0.789,0.201,0.665,0.951,0.404
