,MQ-2,MQ-3,MQ-5,MQ-6,MQ-8,MQ-9,MQ-135,MQ-138,Phenol Red,Methylene Blue,Methyl Red,VOC
0,28.986142233015954,2.1713673736195593,0.36693804315984785,2.463764625926799,1.1682990167723097,5.836632162610363,16.373793339297265,6.526701466976802,0.41317441857710974,0.010149440547750683,1.0977011138038542,Acetone
1,25.11457131093868,2.0549415133445987,0.18042242755118026,8.65076554186327,0.5310958896831048,5.252016578279001,6.3671961605119725,3.724939538023003,0.027749653129335868,0.00987433865943542,1.8910108186468906,Acetone
2,25.445205244253383,1.932547960329897,0.2438410427839767,10.38309770833286,0.4120649572659102,5.251536879292624,7.329979700060748,3.724664167537098,0.02366170930393099,0.008665879340631144,6.674800902857629,Acetone
3,25.45709653489443,1.9894404898338243,0.18631398359151724,10.383632318833943,0.46526088294625423,5.836254710273277,7.331008875085231,4.347475610287438,0.018188769670610214,0.012333428403923234,11.144031062241638,Acetone
4,25.800988958883828,1.969867176175685,0.1939067221296296,10.383704096995597,0.513131517634845,5.836252109449332,7.519959182597794,3.4757070093106406,0.01785144732581335,0.008030224314921963,9.651752005215837,Acetone
5,26.959240125045604,1.8417496519701189,0.34189210658952884,3.7010073506423247,1.0071054464390923,6.565524369454618,16.370779444966452,6.52553048242784,0.37777240504712295,0.01739542392879832,1.3985013573036393,Acetone
6,26.598944835246265,2.0705701614523413,0.3437532894182073,2.154281378249942,1.04715722203393,4.374944899938447,15.508764712863648,5.800392940429359,0.12445494716101241,0.004441522466853984,1.8909601914674046,Acetone
7,28.456686516604226,2.0254206875014473,3.2886715951560808,10.383529270209413,1.0353218863467581,7.5073453869664615,0.3550102535572863,5.800279057057264,0.026728941916124932,0.002436471635664183,0.8995272650116698,Acetone
8,28.89510234473553,1.7921718748520972,5.934200191988957,10.383108619884661,1.4901483689482413,8.760390342222248,0.35490245313058605,7.460700433244532,0.05496037868078832,0.003263168859473368,1.0074468407801742,Acetone
9,28.899862991011776,1.8653212900139982,5.561981815776315,10.38329374668441,1.6220915050645248,10.515035982584202,0.36102206558959277,10.448920618115856,0.05202540942170663,0.05223560444940067,0.7541757227498733,Acetone
10,30.78863898500574,1.9707182351301538,1.5214475484906098,10.384211506173083,7.148613513100147,10.5149923000274,8.6393540088547,10.44930707129628,0.019375174866199128,0.007869042082384294,0.06933577765410671,Acetone
11,31.25595578425781,1.8581533827563725,1.842019369069337,10.383149360785366,2.6157029404284544,10.513437986942131,10.137401777910073,10.448415505126908,0.010842244140380687,0.009007432911554184,0.13635969570211753,Acetone
12,21.074805838165684,0.3165323172629851,1.6340671173606651,3.4534790632352346,4.499950588777818,0.6384515258334534,10.138442559016571,0.30223031995763355,4.025931583978631,0.05547522557409392,1.2734831426866393,Ammonia
13,21.03323281245241,0.09916087700572433,0.2847021197521899,0.49359348815355,1.322573935660213,0.4546975042083011,2.2847399459226883,0.20719783379646967,6.774959360928821,0.01158348283304209,2.007288743373869,Ammonia
14,22.250059651634434,0.09886202460484571,0.27473889476467506,0.49370219456546643,1.2419383520888732,0.49974974330688926,2.3426544372765092,0.22781467625195026,7.097759024415913,0.019757989572226454,0.7304114956370139,Ammonia
15,21.04358922794657,0.09834977661361659,0.2737822279449414,0.46593681710385354,1.2419095814668177,0.4671794145478342,2.987294154395466,0.212703593266545,7.202849019981225,0.01954776944566602,0.6863061253260025,Ammonia
16,21.071348566308252,0.2643511578580714,1.124524752573529,3.4533524782348657,3.880359090527765,0.5867917941556969,10.136500812162314,0.3200375587848651,7.395637706263105,0.04572634613123169,0.38136395091019487,Ammonia
17,19.171638120897153,0.2486600208794848,1.9626227176805242,3.4532682986059204,3.630140875825611,0.6153131385230262,10.135244630691329,0.32429063049549584,6.356971138142336,0.05307012607706257,0.39678320796739097,Ammonia
18,21.96092390898694,0.6218403571661045,0.5929447977821268,0.7310272210934432,0.20007647281281432,0.5311742919177075,0.33669897460839954,0.2642357442783374,4.46803669541625,0.019083110559221836,4.644259781372114,Ammonia
19,20.56672292977347,0.5838395153726061,0.7259442706522993,0.9513856819245992,1.3010430303471634,0.49979989541345204,0.33125759653758047,0.25860644046256737,9.70963913791341,0.02897920266968595,0.7335935922460793,Ammonia
20,20.130513753251435,0.5250958064025215,0.638409256646697,0.9007656402998918,1.3894166866802842,0.4804745117654934,3.183915653542777,0.234341588570478,8.142935747315738,0.02011778095105159,0.5103479669667949,Ammonia
21,12.259467117758058,0.6362401799575519,0.05045685336197894,0.3331046059149466,0.015511751486821641,0.07895366140661121,2.4021303464558263,0.0962665366171334,5.864929841708514,0.015635680445657878,0.9941382742037173,Ammonia
