,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.413,0.513,0.601,0.632,0.675,0.562,0.577,0.389
1,0.419,0.513,0.588,0.546,0.667,0.608,0.56,0.411
2,0.423,0.513,0.593,0.655,0.636,0.599,0.568,0.343
3,0.422,0.51,0.592,0.675,0.642,0.594,0.536,0.406
4,0.403,0.512,0.583,0.651,0.667,0.589,0.531,0.408
5,0.409,0.513,0.607,0.657,0.687,0.593,0.582,0.369
6,0.413,0.513,0.607,0.64,0.687,0.625,0.552,0.373
7,0.419,0.511,0.602,0.684,0.669,0.621,0.528,0.374
8,0.416,0.513,0.587,0.681,0.709,0.57,0.54,0.363
9,0.424,0.513,0.606,0.66,0.675,0.604,0.584,0.308
10,0.423,0.512,0.589,0.653,0.651,0.59,0.605,0.312
11,0.419,0.512,0.624,0.634,0.665,0.569,0.593,0.376
12,0.416,0.513,0.585,0.604,0.684,0.633,0.539,0.35
13,0.415,0.513,0.583,0.64,0.622,0.536,0.555,0.325
14,0.416,0.513,0.618,0.617,0.705,0.576,0.548,0.353
15,0.42,0.513,0.617,0.636,0.698,0.579,0.566,0.372
16,0.425,0.512,0.596,0.67,0.708,0.522,0.565,0.423
17,0.415,0.513,0.601,0.626,0.615,0.603,0.539,0.446
18,0.412,0.513,0.581,0.689,0.681,0.591,0.546,0.361
19,0.424,0.513,0.582,0.619,0.704,0.567,0.565,0.403
20,0.42,0.512,0.601,0.634,0.691,0.593,0.57,0.414
21,0.415,0.512,0.618,0.584,0.682,0.599,0.553,0.385
22,0.418,0.512,0.611,0.632,0.702,0.605,0.567,0.38
23,0.421,0.512,0.616,0.626,0.657,0.561,0.534,0.322
24,0.417,0.513,0.606,0.68,0.692,0.553,0.493,0.352
25,0.425,0.512,0.567,0.648,0.687,0.551,0.574,0.362
26,0.419,0.513,0.559,0.643,0.708,0.574,0.546,0.38
27,0.42,0.514,0.606,0.623,0.635,0.533,0.574,0.327
28,0.417,0.515,0.584,0.643,0.654,0.603,0.553,0.342
29,0.419,0.516,0.591,0.651,0.641,0.589,0.577,0.364
30,0.421,0.514,0.618,0.637,0.693,0.591,0.58,0.365
31,0.431,0.515,0.617,0.651,0.699,0.587,0.589,0.443
32,0.424,0.514,0.607,0.646,0.682,0.58,0.561,0.346
33,0.437,0.519,0.614,0.665,0.733,0.733,0.58,0.423
34,0.562,0.532,0.722,0.77,0.846,1.094,0.772,0.726
35,0.78,0.553,0.856,0.855,0.978,1.638,1.147,1.152
36,1.056,0.573,0.987,1.085,1.072,2.092,1.507,1.35
37,1.293,0.594,1.077,1.247,1.18,2.273,1.932,1.427
38,1.455,0.613,1.214,1.34,1.287,2.362,2.18,1.533
39,1.552,0.632,1.286,1.424,1.373,2.338,2.355,1.627
40,1.596,0.65,1.366,1.532,1.439,2.335,2.474,1.615
41,1.625,0.668,1.483,1.614,1.556,2.349,2.491,1.624
42,1.632,0.682,1.541,1.658,1.641,2.335,2.503,1.656
43,1.643,0.695,1.624,1.738,1.689,2.426,2.498,1.684
44,1.651,0.708,1.691,1.784,1.746,2.436,2.529,1.714
45,1.67,0.72,1.738,1.887,1.813,2.442,2.507,1.775
46,1.7,0.732,1.811,1.984,1.888,2.472,2.53,1.781
47,1.729,0.743,1.892,1.968,1.926,2.545,2.518,1.772
48,1.759,0.75,1.962,2.01,1.944,2.589,2.595,1.872
49,1.79,0.76,2.024,2.141,2.003,2.646,2.614,1.897
50,1.823,0.767,2.092,2.155,2.055,2.642,2.684,1.932
51,1.852,0.775,2.137,2.192,2.079,2.71,2.744,2.02
52,1.883,0.782,2.148,2.218,2.126,2.734,2.755,2.091
53,1.917,0.788,2.209,2.231,2.139,2.802,2.8,2.157
54,1.937,0.795,2.232,2.232,2.166,2.802,2.884,2.25
55,1.974,0.799,2.249,2.287,2.159,2.822,2.955,2.418
56,2.002,0.807,2.295,2.258,2.166,2.828,3.003,2.589
57,2.026,0.813,2.3,2.255,2.178,2.978,3.108,2.803
58,2.047,0.818,2.313,2.342,2.156,3.02,3.195,3.068
59,2.075,0.824,2.317,2.328,2.111,3.103,3.393,3.403
60,2.109,0.827,2.386,2.3,2.113,3.144,3.583,3.756
61,2.138,0.831,2.584,2.215,2.091,3.292,3.753,4.034
62,2.175,0.834,2.98,2.204,2.034,3.379,3.951,4.26
63,2.211,0.839,3.596,2.161,2.012,3.533,4.098,4.447
64,2.261,0.843,4.245,2.069,1.948,3.723,4.28,4.543
65,2.316,0.847,4.585,2.043,1.875,3.928,4.43,4.615
66,2.403,0.85,4.737,2.036,1.927,4.115,4.554,4.618
67,2.501,0.854,4.809,2.049,1.904,4.293,4.649,4.636
68,2.616,0.858,4.85,2.101,1.885,4.433,4.724,4.64
69,2.756,0.86,4.869,2.134,1.922,4.526,4.803,4.673
70,2.898,0.863,4.88,2.104,1.948,4.623,4.872,4.686
71,3.053,0.865,4.882,2.145,1.942,4.698,4.907,4.686
72,3.209,0.868,4.885,2.174,1.952,4.733,4.925,4.666
73,3.347,0.872,4.896,2.285,1.964,4.758,4.935,4.678
74,3.487,0.874,4.896,2.544,1.975,4.748,4.94,4.666
