,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0,0.428,0.83,0.758,0.712,0.771,0.457,0.629,0.197
1,0.444,0.828,0.748,0.748,0.745,0.455,0.626,0.255
2,0.431,0.827,0.77,0.725,0.758,0.42,0.598,0.293
3,0.43,0.827,0.77,0.748,0.723,0.418,0.632,0.265
4,0.418,0.827,0.731,0.755,0.775,0.438,0.622,0.211
5,0.408,0.826,0.763,0.731,0.745,0.437,0.635,0.241
6,0.421,0.825,0.709,0.75,0.777,0.434,0.63,0.222
7,0.416,0.822,0.723,0.674,0.787,0.382,0.597,0.268
8,0.421,0.822,0.724,0.759,0.793,0.389,0.634,0.231
9,0.42,0.82,0.758,0.701,0.749,0.399,0.639,0.257
10,0.422,0.82,0.74,0.747,0.735,0.437,0.631,0.261
11,0.415,0.82,0.717,0.752,0.777,0.377,0.599,0.218
12,0.417,0.818,0.742,0.739,0.761,0.414,0.624,0.24
13,0.415,0.815,0.727,0.707,0.738,0.426,0.622,0.217
14,0.421,0.815,0.745,0.754,0.735,0.415,0.628,0.253
15,0.416,0.815,0.749,0.749,0.771,0.394,0.611,0.252
16,0.421,0.814,0.729,0.745,0.743,0.376,0.606,0.268
17,0.409,0.813,0.738,0.764,0.737,0.4,0.595,0.258
18,0.417,0.812,0.761,0.789,0.761,0.383,0.634,0.264
19,0.434,0.812,0.733,0.75,0.778,0.418,0.593,0.216
20,0.421,0.81,0.725,0.725,0.775,0.436,0.594,0.198
21,0.422,0.809,0.729,0.741,0.755,0.423,0.603,0.254
22,0.417,0.808,0.726,0.757,0.758,0.428,0.638,0.22
23,0.416,0.807,0.711,0.724,0.766,0.415,0.635,0.218
24,0.628,0.914,0.927,1.023,1.085,0.796,0.928,0.499
25,1.281,1.026,1.381,1.486,1.58,2.142,1.852,1.645
26,1.718,1.077,1.72,1.928,1.865,2.683,2.451,2.074
27,1.922,1.11,2.024,2.206,2.125,2.804,2.722,2.323
28,2.088,1.135,2.386,2.442,2.374,3.222,2.919,2.979
29,2.406,1.154,3.292,2.674,2.594,3.718,3.267,4.418
30,3.055,1.171,4.713,2.811,3.668,4.514,4.023,4.879
31,4.009,1.186,4.926,3.9,4.667,4.92,4.663,4.918
32,4.612,1.195,4.944,4.814,4.91,4.962,4.907,4.933
33,4.828,1.205,4.953,4.958,4.945,4.963,4.966,4.923
34,4.884,1.21,4.956,4.975,4.952,4.962,4.975,4.919
35,4.9,1.215,4.96,4.982,4.958,4.961,4.979,4.916
36,4.903,1.219,4.962,4.984,4.961,4.957,4.979,4.919
37,4.904,1.222,4.965,4.986,4.965,4.952,4.98,4.919
38,4.904,1.225,4.965,4.989,4.967,4.951,4.98,4.901
39,4.904,1.226,4.967,4.989,4.969,4.948,4.98,4.899
40,4.903,1.226,4.966,4.99,4.97,4.943,4.98,4.898
41,4.903,1.225,4.965,4.99,4.97,4.942,4.98,4.892
42,4.902,1.225,4.966,4.99,4.971,4.94,4.979,4.898
43,4.903,1.225,4.965,4.99,4.971,4.946,4.98,4.901
44,4.902,1.223,4.966,4.99,4.971,4.943,4.98,4.896
45,4.902,1.221,4.966,4.99,4.971,4.938,4.979,4.884
46,4.902,1.22,4.966,4.99,4.972,4.937,4.979,4.893
47,4.902,1.218,4.965,4.99,4.971,4.937,4.98,4.891
48,4.902,1.216,4.966,4.99,4.97,4.939,4.98,4.889
49,4.902,1.216,4.965,4.99,4.971,4.94,4.979,4.887
50,4.902,1.213,4.966,4.991,4.971,4.937,4.978,4.886
51,4.902,1.212,4.966,4.99,4.971,4.939,4.979,4.887
52,4.902,1.21,4.965,4.99,4.97,4.935,4.978,4.883
53,4.901,1.209,4.966,4.99,4.971,4.937,4.977,4.876
54,4.901,1.207,4.964,4.99,4.97,4.929,4.978,4.876
55,4.9,1.206,4.965,4.99,4.971,4.935,4.979,4.882
